id,genres
922,western
11687,fantasy
11687,comedy
11687,science fiction
9304,comedy
9304,fantasy
9304,science fiction
9100,drama
9100,fantasy
9100,horror
9100,thriller
9802,action
9802,adventure
9802,thriller
664,action
664,adventure
664,drama
9323,action
9323,animation
9323,science fiction
532,family
532,animation
532,comedy
10547,action
10547,mystery
10547,science fiction
10547,thriller
935,drama
935,comedy
935,war
9879,drama
9879,thriller
9879,crime
7095,comedy
7095,drama
7095,science fiction
627,drama
627,crime
602,action
602,adventure
602,science fiction
9566,drama
9566,mystery
9566,thriller
10545,drama
10545,animation
10545,family
9894,comedy
9894,drama
9894,thriller
11543,comedy
9268,action
9268,drama
9268,mystery
9268,thriller
9327,fantasy
9327,comedy
9327,romance
9327,science fiction
11228,action
11228,adventure
11228,thriller
10779,horror
10779,comedy
9294,drama
9294,fantasy
9294,romance
9294,science fiction
1645,crime
1645,drama
1645,thriller
2925,comedy
3595,action
3595,thriller
12123,action
12123,drama
12123,science fiction
12123,thriller
10830,comedy
10830,family
10830,fantasy
3573,drama
3573,comedy
3573,romance
10061,action
10061,adventure
10061,science fiction
10061,thriller
10478,comedy
10478,drama
10478,romance
238,drama
238,crime
9303,crime
9303,drama
9303,romance
9303,thriller
10723,action
10723,adventure
10723,comedy
10723,thriller
10987,horror
10987,thriller
981,comedy
981,romance
872,comedy
872,music
872,romance
13320,music
13320,comedy
13320,romance
164,comedy
164,drama
164,romance
426,mystery
426,romance
426,thriller
567,drama
567,mystery
567,thriller
3078,comedy
3078,romance
213,mystery
213,thriller
284,comedy
284,drama
284,romance
239,comedy
239,romance
4808,comedy
4808,mystery
4808,romance
4808,thriller
289,drama
289,romance
963,mystery
963,crime
963,thriller
11113,drama
11113,family
11113,music
11113,romance
6620,comedy
6620,drama
6620,romance
804,comedy
804,romance
630,adventure
630,family
630,fantasy
770,drama
770,romance
770,war
599,drama
15,mystery
15,drama
62,science fiction
62,mystery
62,adventure
705,drama
223,drama
223,mystery
303,thriller
303,drama
303,romance
4174,drama
4174,mystery
4174,thriller
381,crime
381,drama
381,mystery
381,romance
381,thriller
10907,action
10907,adventure
10907,romance
1939,drama
1939,mystery
1712,action
1712,drama
1712,western
220,drama
3085,comedy
3085,drama
1585,drama
1585,family
1585,fantasy
3083,comedy
3083,drama
900,comedy
900,romance
260,action
260,thriller
260,mystery
10331,horror
488,adventure
488,war
488,romance
261,drama
261,romance
9333,action
9333,crime
9333,drama
9333,thriller
6878,adventure
6878,comedy
6878,drama
6878,family
173,adventure
173,drama
173,science fiction
864,comedy
11224,family
11224,fantasy
11224,animation
11224,romance
9078,animation
9078,family
8367,adventure
433,comedy
433,family
433,fantasy
11360,animation
11360,family
11114,fantasy
11114,animation
11114,comedy
11114,family
12335,adventure
12335,fantasy
12335,animation
12335,comedy
12335,family
12335,music
12092,animation
12092,adventure
12092,family
12092,fantasy
10948,adventure
10948,animation
10948,drama
10948,family
15121,drama
15121,family
15121,music
15121,romance
562,action
562,thriller
10163,horror
10163,thriller
10163,science fiction
9591,comedy
9591,drama
11412,crime
11412,action
11412,mystery
11412,thriller
10586,adventure
454,drama
454,romance
10218,comedy
10218,romance
819,crime
819,drama
819,thriller
11238,adventure
11238,animation
11238,family
252,family
252,fantasy
11561,comedy
11561,romance
11561,science fiction
11302,comedy
623,comedy
623,crime
583,comedy
475,crime
475,drama
521,crime
521,mystery
521,thriller
88,drama
88,music
88,romance
500,crime
500,thriller
792,drama
792,war
792,action
8491,comedy
402,thriller
402,mystery
10537,drama
10537,music
11386,romance
11386,crime
11386,drama
11386,thriller
9504,crime
9504,drama
9504,mystery
601,science fiction
601,adventure
601,family
601,fantasy
2119,adventure
744,action
744,romance
744,war
221,drama
702,drama
1630,drama
2756,adventure
2756,action
2756,thriller
2756,science fiction
790,horror
1103,science fiction
1103,action
11298,drama
11298,horror
762,adventure
762,comedy
762,fantasy
531,animation
531,comedy
531,family
11216,drama
11216,romance
892,comedy
892,science fiction
892,fantasy
1600,drama
1600,thriller
975,drama
975,war
409,drama
409,romance
409,war
38251,comedy
38251,romance
38251,war
10161,drama
1412,drama
510,drama
11455,comedy
1891,adventure
1891,action
1891,science fiction
2493,adventure
2493,family
2493,fantasy
2493,comedy
2493,romance
85,adventure
85,action
68,comedy
68,science fiction
679,horror
679,action
679,thriller
679,science fiction
429,western
13446,comedy
13446,drama
389,drama
947,adventure
947,drama
947,history
947,war
185,science fiction
185,drama
595,crime
595,drama
28,drama
28,war
335,western
1892,adventure
1892,action
1892,science fiction
144,drama
144,fantasy
144,romance
1092,thriller
1092,mystery
769,drama
769,crime
348,horror
348,action
348,thriller
348,science fiction
766,fantasy
766,horror
766,comedy
175,adventure
175,drama
175,romance
11645,action
11645,drama
11645,history
10835,action
10835,crime
10835,drama
10835,thriller
539,drama
539,horror
539,thriller
525,music
525,comedy
525,action
525,crime
240,drama
240,crime
600,drama
600,war
530,adventure
530,animation
530,comedy
530,science fiction
530,family
279,drama
279,history
279,music
311,drama
311,crime
1578,drama
703,comedy
703,drama
703,romance
9549,drama
9549,history
387,action
387,drama
387,history
387,war
387,adventure
9277,comedy
9277,crime
9277,drama
343,comedy
343,drama
343,romance
490,fantasy
490,drama
218,action
218,thriller
218,science fiction
763,horror
763,comedy
9665,war
696,comedy
696,drama
696,romance
379,drama
379,thriller
379,crime
207,drama
37247,drama
1480,drama
1480,thriller
1480,crime
9322,action
9322,thriller
826,drama
826,history
826,war
422,fantasy
422,drama
829,crime
829,drama
829,mystery
829,thriller
828,drama
828,science fiction
828,thriller
3090,action
3090,adventure
3090,drama
3090,western
9964,action
9964,comedy
9964,horror
9964,science fiction
3063,comedy
13667,comedy
694,horror
694,thriller
235,crime
235,drama
832,drama
832,action
832,thriller
832,crime
765,horror
765,comedy
765,fantasy
5925,adventure
5925,drama
5925,history
5925,thriller
5925,war
11778,drama
11778,war
137,romance
137,fantasy
137,drama
137,comedy
33,western
982,mystery
982,thriller
212,comedy
212,crime
105,adventure
105,comedy
105,science fiction
105,family
1633,drama
1633,comedy
11202,drama
11202,history
11202,war
149,science fiction
149,animation
8009,adventure
8009,action
8009,fantasy
903,crime
903,drama
3034,comedy
3034,science fiction
339,comedy
339,drama
914,comedy
756,animation
756,family
756,music
288,western
910,crime
910,drama
910,mystery
910,thriller
2640,thriller
2640,comedy
2640,drama
665,action
665,adventure
665,drama
665,history
11031,comedy
11031,music
89,adventure
89,action
10322,comedy
10322,drama
783,drama
783,history
11257,drama
11257,romance
12104,music
625,war
625,drama
625,history
830,adventure
830,science fiction
830,action
2323,drama
2323,fantasy
642,history
642,drama
642,western
642,crime
655,drama
639,comedy
639,romance
639,drama
8077,science fiction
8077,action
8077,horror
814,horror
814,comedy
11449,drama
11449,horror
11449,thriller
571,horror
6114,romance
6114,horror
229,horror
229,science fiction
9529,drama
9529,horror
9529,thriller
1598,crime
1598,thriller
7340,horror
7340,thriller
377,horror
653,fantasy
653,horror
794,horror
794,thriller
145,drama
145,romance
199,science fiction
199,action
199,adventure
199,thriller
12498,drama
9279,family
9279,comedy
11674,comedy
11674,family
1573,action
1573,thriller
152,science fiction
152,adventure
152,mystery
174,science fiction
174,action
174,adventure
174,thriller
172,science fiction
172,action
172,adventure
172,thriller
154,action
154,adventure
154,science fiction
154,thriller
157,science fiction
157,action
157,adventure
157,thriller
168,science fiction
168,adventure
364,action
364,fantasy
11967,crime
11967,action
11967,adventure
11967,drama
11967,western
9086,western
9086,adventure
621,romance
9037,comedy
9037,drama
9037,family
9037,music
9037,romance
8845,action
8845,thriller
578,horror
578,thriller
578,adventure
579,horror
579,thriller
17692,thriller
17692,horror
75,comedy
75,fantasy
75,science fiction
9390,comedy
9390,drama
9390,romance
378,comedy
378,crime
2322,comedy
2322,crime
2322,drama
3179,animation
3179,comedy
4232,crime
4232,horror
4232,mystery
9361,action
9361,adventure
9361,drama
9361,history
9361,romance
9361,war
2928,comedy
2928,drama
2928,fantasy
9622,action
9622,comedy
9619,action
9619,adventure
9619,thriller
4104,comedy
4104,drama
4104,romance
66,crime
66,drama
66,thriller
11419,comedy
638,drama
638,thriller
638,mystery
9366,crime
9366,drama
9366,thriller
10003,thriller
10003,action
10003,romance
10003,science fiction
10003,adventure
884,drama
884,thriller
884,romance
1624,comedy
4477,crime
4477,thriller
4477,drama
9405,action
9405,science fiction
9360,adventure
9360,horror
9360,thriller
9434,action
9434,comedy
9434,thriller
9434,romance
9611,comedy
10357,science fiction
10357,action
10357,drama
10357,thriller
816,science fiction
816,comedy
816,crime
2163,drama
2163,action
2163,thriller
18,adventure
18,fantasy
18,action
18,thriller
18,science fiction
330,adventure
330,action
330,science fiction
1701,action
1701,thriller
1701,crime
1639,action
1639,adventure
1639,thriller
415,action
415,crime
415,fantasy
11970,animation
11970,family
11970,fantasy
11970,adventure
11970,comedy
11970,romance
8874,comedy
8874,romance
754,action
754,crime
754,science fiction
754,thriller
607,action
607,adventure
607,comedy
607,science fiction
686,drama
686,science fiction
686,mystery
4421,action
4421,drama
9387,adventure
9387,fantasy
9387,action
10603,adventure
10603,comedy
10603,family
10603,romance
2142,action
2142,crime
2142,drama
8413,horror
8413,science fiction
8413,mystery
10336,action
10336,adventure
10336,fantasy
10336,horror
10336,science fiction
10336,thriller
8834,action
8834,drama
8834,mystery
8834,thriller
4961,fantasy
4961,horror
4961,thriller
9772,action
9772,thriller
1669,action
1669,adventure
1669,thriller
468,drama
468,romance
10806,comedy
10806,romance
9433,action
9433,adventure
9433,drama
6623,action
6623,thriller
2118,crime
2118,drama
2118,mystery
2118,thriller
978,adventure
978,drama
978,history
9437,drama
9437,mystery
9437,thriller
9437,crime
2649,drama
2649,thriller
2649,mystery
10155,thriller
68924,drama
2255,comedy
2255,drama
2255,romance
9427,comedy
3597,horror
3597,thriller
3597,mystery
1813,drama
1813,horror
1813,mystery
1813,thriller
782,thriller
782,science fiction
782,mystery
782,romance
10890,action
10890,comedy
1281,comedy
11975,drama
11975,crime
11975,thriller
4995,drama
9281,crime
9281,drama
9281,romance
9281,thriller
563,adventure
563,action
563,thriller
563,science fiction
10215,comedy
10215,drama
10215,fantasy
10215,romance
9823,action
9823,fantasy
9823,science fiction
37165,comedy
37165,drama
4824,action
4824,thriller
4824,adventure
4824,crime
9444,animation
9444,family
8078,science fiction
8078,horror
8078,action
11831,drama
11831,history
11831,mystery
2639,comedy
2639,drama
9574,comedy
9574,family
9574,science fiction
489,drama
9714,comedy
9714,family
8197,crime
8197,drama
8197,mystery
8197,thriller
6283,comedy
6283,family
4233,horror
4233,mystery
597,drama
597,romance
597,thriller
714,adventure
714,action
714,thriller
9922,drama
9922,adventure
547,drama
547,romance
184,comedy
184,crime
184,romance
115,comedy
115,crime
586,comedy
586,drama
2666,mystery
2666,science fiction
11258,thriller
9490,comedy
9490,crime
9411,thriller
9411,fantasy
9411,crime
9411,drama
9457,adventure
9457,action
9457,horror
9457,science fiction
11568,music
11568,action
11568,comedy
11568,crime
11003,romance
11003,comedy
10153,science fiction
2898,comedy
2898,romance
11808,thriller
11808,crime
11808,action
9313,action
9313,adventure
9313,drama
617,thriller
2157,adventure
2157,family
2157,science fiction
8838,action
8838,crime
8838,drama
8838,thriller
795,drama
795,fantasy
795,romance
10216,science fiction
10216,action
10216,horror
4415,crime
4415,drama
4415,history
4415,romance
8656,action
8656,drama
8656,romance
18937,fantasy
18937,animation
18937,drama
18937,romance
18937,family
929,science fiction
929,action
929,thriller
1878,adventure
1878,drama
1878,comedy
1965,crime
1965,thriller
1965,drama
6068,action
6068,adventure
6068,comedy
6068,romance
10674,animation
10674,family
10674,adventure
846,mystery
846,science fiction
846,thriller
3050,comedy
3050,family
3050,fantasy
1389,romance
1389,comedy
1389,crime
11020,thriller
11020,drama
11020,mystery
95,action
95,thriller
95,science fiction
95,adventure
944,action
944,adventure
944,comedy
944,crime
944,thriller
11551,comedy
11551,adventure
11551,fantasy
11551,science fiction
11551,action
473,mystery
473,drama
473,thriller
544,romance
544,comedy
143,drama
143,war
654,crime
654,drama
1725,crime
1725,drama
1725,music
10633,crime
10633,drama
10633,mystery
10633,thriller
3116,drama
1051,action
1051,crime
1051,thriller
1366,drama
12102,drama
9443,drama
9443,history
11050,drama
11050,comedy
606,drama
746,drama
746,history
380,drama
403,comedy
403,drama
11485,comedy
11485,crime
13597,adventure
13597,family
13597,fantasy
2108,comedy
2108,drama
10014,horror
10072,horror
10072,thriller
10131,horror
10131,thriller
10160,horror
10160,thriller
11284,horror
11284,thriller
11284,comedy
4488,horror
9725,horror
9725,thriller
9728,horror
9728,thriller
9730,horror
9730,thriller
9731,horror
9731,thriller
10225,horror
10225,mystery
10225,thriller
10281,horror
10281,thriller
10283,horror
10283,thriller
948,horror
948,thriller
11281,horror
11281,thriller
10676,horror
10676,mystery
10676,science fiction
11357,horror
11357,thriller
11361,horror
11361,thriller
10585,horror
10585,thriller
11186,drama
11186,horror
11187,thriller
11187,horror
11187,action
609,horror
11133,horror
11133,thriller
9552,drama
9552,horror
9552,thriller
941,adventure
941,action
941,comedy
941,thriller
941,crime
942,action
942,adventure
942,comedy
942,crime
942,thriller
943,adventure
943,action
943,comedy
943,thriller
943,crime
927,fantasy
927,horror
927,comedy
928,comedy
928,horror
928,fantasy
9340,adventure
9340,comedy
9340,family
9342,action
9342,adventure
12101,mystery
12101,science fiction
12101,thriller
19,drama
19,science fiction
165,adventure
165,comedy
165,family
165,science fiction
196,adventure
196,comedy
196,family
196,science fiction
551,action
551,adventure
3170,animation
3170,drama
3170,family
346,action
346,drama
859,drama
859,romance
841,action
841,science fiction
841,adventure
11051,drama
242,crime
242,drama
242,thriller
9769,drama
9769,romance
857,drama
857,history
857,war
10957,animation
10122,family
10122,science fiction
10122,adventure
9994,comedy
9994,animation
9994,family
10439,comedy
10439,family
10439,fantasy
11158,adventure
11158,comedy
11158,family
11158,science fiction
9354,adventure
9354,comedy
9354,family
9354,science fiction
9631,action
9631,adventure
9631,crime
9631,drama
9631,mystery
9631,thriller
9820,comedy
9820,drama
9820,family
14013,comedy
10849,fantasy
10849,comedy
10849,romance
907,drama
907,romance
907,war
11974,comedy
11974,horror
11974,thriller
793,crime
793,drama
793,mystery
793,thriller
9325,family
9325,animation
9325,adventure
10340,family
10340,animation
10144,animation
10144,family
10414,comedy
10414,family
10437,comedy
10437,family
10437,fantasy
10437,drama
12230,adventure
12230,animation
12230,comedy
12230,family
10693,animation
10693,music
10693,family
10693,adventure
10693,fantasy
11335,action
11335,adventure
11335,comedy
11335,family
11335,music
11135,adventure
11135,animation
11135,crime
11135,family
11135,fantasy
11319,fantasy
11319,family
11319,animation
11319,adventure
15969,family
15969,adventure
15969,animation
15969,romance
10249,action
10249,adventure
10249,science fiction
10249,family
10882,fantasy
10882,animation
10882,romance
10882,family
2619,comedy
2619,fantasy
2619,romance
97,science fiction
97,action
97,adventure
11675,horror
11675,thriller
6471,comedy
227,crime
227,drama
87,adventure
87,action
123,fantasy
123,drama
123,animation
123,adventure
9314,drama
9314,romance
9314,science fiction
11336,horror
11336,science fiction
11336,thriller
9980,action
9980,drama
9980,horror
9980,science fiction
10489,horror
10489,thriller
10823,drama
10823,fantasy
10823,horror
10823,thriller
11497,drama
11497,animation
11497,family
11497,comedy
11497,fantasy
2907,horror
2907,comedy
2907,fantasy
9454,drama
9454,romance
9454,comedy
8688,crime
8688,mystery
396,drama
14367,thriller
14367,comedy
14367,crime
14367,adventure
11814,comedy
11814,romance
11814,fantasy
11837,adventure
11837,animation
11837,drama
11704,fantasy
11704,animation
11704,drama
11704,family
11639,fantasy
4978,drama
4978,family
4978,animation
4978,adventure
10380,adventure
10380,animation
10380,family
11976,adventure
11976,fantasy
15144,comedy
15144,romance
11522,comedy
8393,action
8393,comedy
9320,thriller
805,horror
805,drama
805,mystery
34584,drama
34584,family
34584,fantasy
34584,adventure
34636,drama
34636,family
34636,fantasy
34636,adventure
36647,horror
36647,action
4011,fantasy
4011,comedy
1580,crime
1580,drama
1580,mystery
1580,thriller
573,crime
573,drama
573,mystery
573,thriller
506,crime
506,drama
506,mystery
506,thriller
574,adventure
574,crime
574,drama
574,mystery
574,thriller
11219,comedy
11219,mystery
11219,thriller
845,crime
845,drama
845,thriller
847,adventure
847,drama
847,action
117,crime
117,drama
117,history
117,thriller
21734,crime
21734,drama
21734,thriller
940,mystery
940,thriller
10220,drama
10220,crime
431,thriller
431,science fiction
431,mystery
3525,comedy
3525,drama
3525,romance
2028,comedy
2028,drama
2028,romance
11597,fantasy
11597,comedy
11597,science fiction
881,drama
4478,drama
2109,action
2109,comedy
2109,crime
2109,thriller
8195,action
8195,thriller
8195,crime
8195,adventure
9877,horror
9877,thriller
1091,horror
1091,mystery
1091,science fiction
10403,comedy
10403,drama
162,fantasy
162,drama
162,romance
8916,adventure
8916,animation
8916,comedy
8916,family
9429,comedy
12159,drama
12159,fantasy
12159,romance
30197,comedy
10156,comedy
10377,comedy
10377,drama
4437,thriller
4437,science fiction
1955,drama
1955,history
11932,horror
11932,comedy
6435,drama
6435,fantasy
6435,comedy
10683,comedy
10683,drama
9445,drama
9445,thriller
2657,fantasy
2657,drama
2657,comedy
9425,action
9425,war
9425,science fiction
637,comedy
637,drama
9945,action
9945,drama
9945,fantasy
9945,horror
9945,thriller
73,drama
9882,drama
9882,action
9882,thriller
9882,crime
10663,comedy
4518,drama
4518,history
3600,horror
3600,mystery
3600,thriller
297,fantasy
297,drama
297,mystery
9798,action
9798,drama
9798,thriller
9487,adventure
9487,animation
9487,comedy
9487,family
309,drama
1678,thriller
1678,horror
1678,science fiction
244,action
244,adventure
244,drama
244,horror
10730,adventure
10730,drama
9749,comedy
9749,crime
9749,mystery
9626,adventure
9626,fantasy
9626,action
10466,comedy
10466,romance
707,adventure
707,action
707,thriller
9336,comedy
9336,crime
10157,comedy
10157,crime
12118,comedy
12118,crime
10587,comedy
10587,crime
11825,comedy
11825,crime
11895,comedy
11895,crime
9447,adventure
9447,comedy
9447,drama
9447,family
9447,fantasy
10029,comedy
10029,crime
10029,thriller
11252,horror
11252,mystery
11252,thriller
10223,drama
10223,crime
10223,thriller
9745,comedy
9745,family
9745,drama
9745,fantasy
200,science fiction
200,action
200,adventure
200,thriller
9837,adventure
9837,animation
9837,drama
9837,family
9837,music
11545,comedy
11545,drama
1934,romance
1934,history
8879,romance
8879,western
1369,action
1369,adventure
1369,thriller
1369,war
1368,action
1368,adventure
1368,thriller
1368,war
1370,action
1370,adventure
1370,thriller
1370,war
10303,action
10303,adventure
10303,comedy
10303,romance
9326,action
9326,adventure
9326,comedy
9326,romance
10328,comedy
10328,drama
10328,science fiction
1367,drama
1371,drama
1374,drama
1375,drama
15196,comedy
15196,thriller
15196,crime
15196,mystery
11904,action
11904,adventure
11904,crime
11904,drama
11904,family
11904,mystery
11904,thriller
1885,drama
8856,adventure
8856,drama
8856,action
8856,romance
8856,family
10495,family
10495,adventure
5825,comedy
9489,comedy
9489,romance
8741,drama
8741,history
8741,war
9276,horror
9276,mystery
9276,science fiction
9822,action
9822,adventure
9822,family
9822,fantasy
10312,comedy
10312,drama
9441,drama
9441,romance
9423,horror
9423,action
9423,science fiction
10658,comedy
10658,fantasy
10658,science fiction
9426,horror
9426,science fiction
10344,horror
10344,science fiction
10344,thriller
30497,horror
192,drama
192,thriller
192,mystery
9671,adventure
9671,comedy
9396,adventure
9396,comedy
11873,drama
10015,action
10015,comedy
10015,drama
10015,war
8388,comedy
8388,western
10314,comedy
10314,romance
2112,drama
2112,action
2112,thriller
2112,crime
11622,comedy
11622,romance
10207,romance
10207,drama
13466,drama
13466,family
1542,comedy
1542,crime
8224,thriller
8224,crime
8224,mystery
8913,drama
8913,horror
8769,horror
5919,action
5919,thriller
2362,action
2362,adventure
2362,drama
2362,horror
2362,science fiction
2362,thriller
2362,western
10803,adventure
10803,action
10803,romance
10803,science fiction
871,science fiction
871,adventure
871,drama
871,action
1685,adventure
1685,science fiction
1685,mystery
1705,action
1705,science fiction
1688,action
1688,science fiction
1687,action
1687,science fiction
9535,comedy
9535,crime
796,drama
796,romance
796,thriller
100,comedy
100,crime
11772,mystery
11772,horror
11772,thriller
9540,drama
9540,horror
9540,thriller
11374,comedy
603,action
603,science fiction
4951,comedy
4951,romance
4951,drama
11660,crime
11660,drama
11660,thriller
9430,crime
9430,comedy
9430,thriller
11355,romance
11355,comedy
11355,drama
6522,comedy
6522,crime
1902,drama
1902,thriller
9451,comedy
1946,action
1946,thriller
1946,science fiction
1946,horror
1844,romance
1844,drama
1844,mystery
6552,thriller
6552,comedy
6552,horror
8592,adventure
8592,action
8592,comedy
8592,thriller
8592,crime
564,adventure
564,action
564,fantasy
1893,adventure
1893,action
1893,science fiction
1924,action
