,id,genres
441,11472.0,comedy
454,10802.0,drama
458,9348.0,science fiction
459,9348.0,horror
460,9348.0,action
462,281.0,crime
463,281.0,drama
464,281.0,science fiction
465,281.0,thriller
474,3512.0,action
475,3512.0,thriller
480,9560.0,drama
481,9560.0,romance
482,9804.0,adventure
483,9804.0,action
496,76.0,drama
497,76.0,romance
498,11017.0,comedy
512,2292.0,comedy
513,1909.0,romance
514,1909.0,drama
515,1909.0,comedy
516,8984.0,drama
517,8984.0,thriller
518,8984.0,crime
519,8984.0,mystery
520,8984.0,romance
531,11929.0,crime
532,11929.0,drama
533,11929.0,mystery
534,8467.0,comedy
544,522.0,comedy
545,522.0,drama
546,522.0,history
547,397.0,comedy
548,397.0,romance
556,15789.0,romance
557,15789.0,animation
558,15789.0,family
559,15789.0,comedy
560,15789.0,adventure
580,1024.0,drama
581,1024.0,fantasy
595,628.0,horror
596,628.0,romance
601,6280.0,comedy
602,6280.0,family
603,6280.0,romance
617,11.0,adventure
618,11.0,action
619,11.0,science fiction
620,9587.0,drama
621,9587.0,romance
622,19101.0,drama
623,19101.0,family
624,19101.0,fantasy
630,4476.0,adventure
631,4476.0,drama
632,4476.0,romance
633,4476.0,war
634,11008.0,adventure
635,11008.0,comedy
636,11008.0,family
647,3036.0,drama
648,3036.0,horror
649,3036.0,science fiction
650,3036.0,romance
659,10510.0,fantasy
660,10510.0,drama
661,10510.0,family
684,241.0,crime
685,241.0,thriller
686,241.0,drama
694,6950.0,action
695,6950.0,drama
696,6950.0,science fiction
697,6950.0,thriller
698,101.0,thriller
699,101.0,crime
700,101.0,drama
707,680.0,thriller
708,680.0,crime
714,11450.0,history
715,11450.0,drama
720,12106.0,action
721,12106.0,western
726,110.0,drama
727,110.0,mystery
728,110.0,romance
729,108.0,drama
730,108.0,music
731,108.0,mystery
732,109.0,comedy
733,109.0,drama
734,109.0,mystery
743,22586.0,animation
747,2636.0,action
748,2636.0,thriller
749,2164.0,action
750,2164.0,adventure
751,2164.0,science fiction
752,11395.0,fantasy
753,11395.0,drama
754,11395.0,comedy
755,11395.0,family
756,278.0,drama
757,278.0,crime
758,9905.0,crime
759,9905.0,thriller
780,193.0,science fiction
781,193.0,action
782,193.0,adventure
783,193.0,thriller
789,12122.0,thriller
790,12122.0,horror
791,12122.0,science fiction
792,11381.0,comedy
799,1587.0,romance
800,1587.0,drama
801,9271.0,action
802,9271.0,crime
803,9271.0,science fiction
804,9271.0,thriller
805,2064.0,comedy
806,2064.0,drama
807,2064.0,romance
817,3049.0,comedy
818,3049.0,mystery
819,2759.0,drama
820,2759.0,comedy
829,9331.0,action
830,9331.0,drama
831,9331.0,thriller
832,10731.0,drama
833,10731.0,thriller
834,10731.0,crime
835,10731.0,mystery
842,9495.0,fantasy
843,9495.0,action
844,9495.0,thriller
846,888.0,fantasy
847,888.0,comedy
848,888.0,family
849,13.0,comedy
850,13.0,drama
851,13.0,romance
852,712.0,comedy
853,712.0,drama
854,712.0,romance
864,10660.0,comedy
865,10660.0,drama
866,10660.0,romance
872,8587.0,family
873,8587.0,animation
874,8587.0,drama
877,11596.0,horror
878,11596.0,thriller
879,11596.0,mystery
880,11596.0,fantasy
881,854.0,romance
882,854.0,comedy
883,854.0,crime
884,854.0,fantasy
885,9359.0,action
886,9359.0,adventure
887,9359.0,comedy
888,9359.0,drama
889,9359.0,western
891,36593.0,comedy
892,36593.0,crime
895,2788.0,drama
899,11011.0,comedy
900,11011.0,family
902,8987.0,action
903,8987.0,adventure
904,8987.0,crime
905,8987.0,thriller
906,1637.0,action
907,1637.0,adventure
908,1637.0,crime
911,8831.0,thriller
912,8831.0,science fiction
913,8831.0,action
914,8831.0,crime
915,36955.0,action
916,36955.0,thriller
919,10395.0,fantasy
920,12160.0,drama
921,12160.0,action
922,12160.0,western
943,11667.0,action
944,11667.0,adventure
945,11667.0,thriller
969,2654.0,horror
970,2654.0,mystery
971,2654.0,thriller
976,2758.0,comedy
977,2758.0,family
978,2758.0,fantasy
980,10436.0,drama
981,10436.0,romance
982,13595.0,comedy
983,13595.0,crime
984,13595.0,music
1001,306.0,action
1002,306.0,comedy
1003,306.0,crime
1023,1607.0,drama
1024,1607.0,crime
1028,6075.0,action
1029,6075.0,crime
1030,6075.0,drama
1031,6075.0,thriller
1039,9350.0,action
1040,9350.0,adventure
1041,9350.0,thriller
1042,9612.0,comedy
1043,9612.0,science fiction
1044,9612.0,family
1056,11566.0,comedy
1057,9571.0,comedy
1058,9571.0,drama
1059,9739.0,crime
1060,9739.0,action
1061,9739.0,science fiction
1086,37233.0,drama
1087,37233.0,mystery
1088,37233.0,thriller
1089,1634.0,family
1090,1634.0,adventure
1094,5503.0,adventure
1095,5503.0,action
1096,5503.0,thriller
1097,5503.0,crime
1098,5503.0,mystery
1115,2019.0,action
1116,2019.0,adventure
1117,2019.0,crime
1118,2019.0,thriller
1123,9255.0,action
1124,9255.0,comedy
1125,9255.0,war
1133,11934.0,comedy
1134,11934.0,drama
1138,9386.0,action
1139,9386.0,drama
1140,9386.0,thriller
1141,9386.0,crime
1142,9386.0,mystery
1143,7984.0,drama
1153,329.0,adventure
1154,329.0,science fiction
1155,10909.0,thriller
1156,10909.0,crime
1166,9593.0,adventure
1167,9593.0,fantasy
1168,9593.0,action
1169,9593.0,comedy
1170,9593.0,family
1182,10440.0,comedy
1183,10440.0,mystery
1184,9516.0,drama
1185,9516.0,action
1186,9516.0,crime
1187,2320.0,action
1188,2320.0,adventure
1189,2320.0,drama
1190,2320.0,thriller
1197,11971.0,drama
1198,11971.0,comedy
1199,11971.0,romance
1204,788.0,comedy
1205,788.0,drama
1206,788.0,family
1209,11231.0,adventure
1224,9559.0,crime
1225,9559.0,drama
1226,9559.0,thriller
1227,9800.0,drama
1228,713.0,drama
1229,713.0,romance
1243,1245.0,drama
1244,1245.0,romance
1247,7007.0,action
1248,7007.0,drama
1249,7007.0,thriller
1252,5550.0,action
1253,5550.0,adventure
1254,5550.0,crime
1255,5550.0,science fiction
1256,5550.0,thriller
1257,8005.0,comedy
1267,14534.0,drama
1270,424.0,drama
1271,424.0,history
1272,424.0,war
1277,11236.0,drama
1278,11236.0,family
1279,11236.0,fantasy
1300,858.0,comedy
1301,858.0,drama
1302,858.0,romance
1305,78.0,science fiction
1306,78.0,drama
1307,78.0,thriller
1314,11074.0,crime
1315,11074.0,action
1316,11074.0,mystery
1317,11074.0,thriller
1321,9607.0,adventure
1322,9607.0,comedy
1323,9607.0,family
1324,9607.0,fantasy
1337,9479.0,fantasy
1338,9479.0,animation
1339,9479.0,family
1340,10057.0,action
1341,10057.0,adventure
1342,10057.0,comedy
1343,11969.0,action
1344,11969.0,adventure
1345,11969.0,drama
1346,11969.0,history
1347,11969.0,western
1351,319.0,action
1352,319.0,thriller
1353,319.0,crime
1354,319.0,romance
1357,15139.0,fantasy
1358,15139.0,science fiction
1359,15139.0,family
1360,15139.0,animation
1372,11655.0,drama
1373,11655.0,horror
1374,11655.0,thriller
1394,10897.0,romance
1395,10897.0,comedy
1396,10897.0,family
1419,771.0,comedy
1420,771.0,family
1421,251.0,fantasy
1422,251.0,drama
1423,251.0,thriller
1424,251.0,mystery
1425,251.0,romance
1426,812.0,animation
1427,812.0,family
1428,812.0,comedy
1429,812.0,adventure
1430,812.0,fantasy
1431,812.0,romance
1432,280.0,action
1433,280.0,thriller
1434,280.0,science fiction
1435,581.0,adventure
1436,581.0,drama
1437,581.0,western
1441,268.0,fantasy
1442,268.0,action
1443,274.0,crime
1444,274.0,drama
1445,274.0,thriller
1446,408.0,fantasy
1447,408.0,animation
1448,408.0,family
1449,10020.0,romance
1450,10020.0,family
1451,10020.0,animation
1452,10020.0,fantasy
1453,10020.0,music
1454,10895.0,animation
1455,10895.0,family
1456,114.0,romance
1457,114.0,comedy
1461,576.0,adventure
1462,576.0,western
1470,7300.0,comedy
1471,7300.0,romance
1475,275.0,crime
1476,275.0,drama
1477,275.0,thriller
1482,11827.0,animation
1483,11827.0,science fiction
1496,10112.0,animation
1497,10112.0,comedy
1498,10112.0,family
1499,10112.0,adventure
1523,1592.0,crime
1524,1592.0,drama
1525,1592.0,mystery
1526,1592.0,thriller
1566,10684.0,drama
1567,10684.0,thriller
1568,10684.0,mystery
1569,10684.0,war
1570,954.0,adventure
1571,954.0,action
1572,954.0,thriller
1581,8840.0,fantasy
1594,10539.0,adventure
1595,10539.0,animation
1596,10539.0,family
1597,10543.0,drama
1598,10543.0,thriller
1599,10543.0,romance
1616,2300.0,animation
1617,2300.0,comedy
1618,2300.0,drama
1619,2300.0,family
1620,2300.0,fantasy
1694,12233.0,animation
1695,12233.0,comedy
1696,12233.0,family
1705,922.0,drama
1706,922.0,fantasy
1707,922.0,western
1717,11687.0,fantasy
1718,11687.0,comedy
1719,11687.0,science fiction
1720,9304.0,comedy
1721,9304.0,fantasy
1722,9304.0,science fiction
1726,9100.0,drama
1727,9100.0,fantasy
1728,9100.0,horror
1729,9100.0,thriller
1746,9802.0,action
1747,9802.0,adventure
1748,9802.0,thriller
1754,664.0,action
1755,664.0,adventure
1756,664.0,drama
1761,9323.0,action
1762,9323.0,animation
1763,9323.0,science fiction
1770,532.0,family
1771,532.0,animation
1772,532.0,comedy
1778,10547.0,action
1779,10547.0,mystery
1780,10547.0,science fiction
1781,10547.0,thriller
1784,935.0,drama
1785,935.0,comedy
1786,935.0,war
1806,9879.0,drama
1807,9879.0,thriller
1808,9879.0,crime
1813,7095.0,comedy
1814,7095.0,drama
1815,7095.0,science fiction
1832,627.0,drama
1833,627.0,crime
1836,602.0,action
1837,602.0,adventure
1838,602.0,science fiction
1841,9566.0,drama
1842,9566.0,mystery
1843,9566.0,thriller
1844,10545.0,drama
1845,10545.0,animation
1846,10545.0,family
1847,9894.0,comedy
1848,9894.0,drama
1849,9894.0,thriller
1850,11543.0,comedy
1851,9268.0,action
1852,9268.0,drama
1853,9268.0,mystery
1854,9268.0,thriller
1856,9327.0,fantasy
1857,9327.0,comedy
1858,9327.0,romance
1859,9327.0,science fiction
1869,11228.0,action
1870,11228.0,adventure
1871,11228.0,thriller
1872,10779.0,horror
1873,10779.0,comedy
1880,9294.0,drama
1881,9294.0,fantasy
1882,9294.0,romance
1883,9294.0,science fiction
1889,1645.0,crime
1890,1645.0,drama
1891,1645.0,thriller
1931,2925.0,comedy
1935,3595.0,action
1936,3595.0,thriller
1942,12123.0,action
1943,12123.0,drama
1944,12123.0,science fiction
1945,12123.0,thriller
1946,10830.0,comedy
1947,10830.0,family
1948,10830.0,fantasy
1949,3573.0,drama
1950,3573.0,comedy
1951,3573.0,romance
1968,10061.0,action
1969,10061.0,adventure
1970,10061.0,science fiction
1971,10061.0,thriller
1976,10478.0,comedy
1977,10478.0,drama
1978,10478.0,romance
1983,238.0,drama
1984,238.0,crime
1993,9303.0,crime
1994,9303.0,drama
1995,9303.0,romance
1996,9303.0,thriller
2033,10723.0,action
2034,10723.0,adventure
2035,10723.0,comedy
2036,10723.0,thriller
2044,10987.0,horror
2045,10987.0,thriller
2061,981.0,comedy
2062,981.0,romance
2063,872.0,comedy
2064,872.0,music
2065,872.0,romance
2070,13320.0,music
2071,13320.0,comedy
2072,13320.0,romance
2073,164.0,comedy
2074,164.0,drama
2075,164.0,romance
2076,426.0,mystery
2077,426.0,romance
2078,426.0,thriller
2079,567.0,drama
2080,567.0,mystery
2081,567.0,thriller
2082,3078.0,comedy
2083,3078.0,romance
2091,213.0,mystery
2092,213.0,thriller
2093,284.0,comedy
2094,284.0,drama
2095,284.0,romance
2096,239.0,comedy
2097,239.0,romance
2098,4808.0,comedy
2099,4808.0,mystery
2100,4808.0,romance
2101,4808.0,thriller
2102,289.0,drama
2103,289.0,romance
2104,963.0,mystery
2105,963.0,crime
2106,963.0,thriller
2107,11113.0,drama
2108,11113.0,family
2109,11113.0,music
2110,11113.0,romance
2111,6620.0,comedy
2112,6620.0,drama
2113,6620.0,romance
2114,804.0,comedy
2115,804.0,romance
2122,630.0,adventure
2123,630.0,family
2124,630.0,fantasy
2125,770.0,drama
2126,770.0,romance
2127,770.0,war
2130,599.0,drama
2131,15.0,mystery
2132,15.0,drama
2133,62.0,science fiction
2134,62.0,mystery
2135,62.0,adventure
2138,705.0,drama
2141,223.0,drama
2142,223.0,mystery
2146,303.0,thriller
2147,303.0,drama
2148,303.0,romance
2149,4174.0,drama
2150,4174.0,mystery
2151,4174.0,thriller
2154,381.0,crime
2155,381.0,drama
2156,381.0,mystery
2157,381.0,romance
2158,381.0,thriller
2175,10907.0,action
2176,10907.0,adventure
2177,10907.0,romance
2183,1939.0,drama
2184,1939.0,mystery
2199,1712.0,action
2200,1712.0,drama
2201,1712.0,western
2202,220.0,drama
2206,3085.0,comedy
2207,3085.0,drama
2213,1585.0,drama
2214,1585.0,family
2215,1585.0,fantasy
2216,3083.0,comedy
2217,3083.0,drama
2218,900.0,comedy
2219,900.0,romance
2242,260.0,action
2243,260.0,thriller
2244,260.0,mystery
2250,10331.0,horror
2251,488.0,adventure
2252,488.0,war
2253,488.0,romance
2260,261.0,drama
2261,261.0,romance
2308,9333.0,action
2309,9333.0,crime
2310,9333.0,drama
2311,9333.0,thriller
2360,6878.0,adventure
2361,6878.0,comedy
2362,6878.0,drama
2363,6878.0,family
2371,173.0,adventure
2372,173.0,drama
2373,173.0,science fiction
2374,864.0,comedy
2379,11224.0,family
2380,11224.0,fantasy
2381,11224.0,animation
2382,11224.0,romance
2389,9078.0,animation
2390,9078.0,family
2394,8367.0,adventure
2395,433.0,comedy
2396,433.0,family
2397,433.0,fantasy
2398,11360.0,animation
2399,11360.0,family
2400,11114.0,fantasy
2401,11114.0,animation
2402,11114.0,comedy
2403,11114.0,family
2404,12335.0,adventure
2405,12335.0,fantasy
2406,12335.0,animation
2407,12335.0,comedy
2408,12335.0,family
2409,12335.0,music
2410,12092.0,animation
2411,12092.0,adventure
2412,12092.0,family
2413,12092.0,fantasy
2414,10948.0,adventure
2415,10948.0,animation
2416,10948.0,drama
2417,10948.0,family
2421,15121.0,drama
2422,15121.0,family
2423,15121.0,music
2424,15121.0,romance
2425,562.0,action
2426,562.0,thriller
2427,10163.0,horror
2428,10163.0,thriller
2429,10163.0,science fiction
2436,9591.0,comedy
2437,9591.0,drama
2447,11412.0,crime
2448,11412.0,action
2449,11412.0,mystery
2450,11412.0,thriller
2451,10586.0,adventure
2468,454.0,drama
2469,454.0,romance
2470,10218.0,comedy
2471,10218.0,romance
2472,819.0,crime
2473,819.0,drama
2474,819.0,thriller
2477,11238.0,adventure
2478,11238.0,animation
2479,11238.0,family
2502,252.0,family
2503,252.0,fantasy
2507,11561.0,comedy
2508,11561.0,romance
2509,11561.0,science fiction
2510,11302.0,comedy
2511,623.0,comedy
2512,623.0,crime
2513,583.0,comedy
2521,475.0,crime
2522,475.0,drama
2525,521.0,crime
2526,521.0,mystery
2527,521.0,thriller
2528,88.0,drama
2529,88.0,music
2530,88.0,romance
2531,500.0,crime
2532,500.0,thriller
2533,792.0,drama
2534,792.0,war
2535,792.0,action
2536,8491.0,comedy
2537,402.0,thriller
2538,402.0,mystery
2539,10537.0,drama
2540,10537.0,music
2541,11386.0,romance
2542,11386.0,crime
2543,11386.0,drama
2544,11386.0,thriller
2545,9504.0,crime
2546,9504.0,drama
2547,9504.0,mystery
2550,601.0,science fiction
2551,601.0,adventure
2552,601.0,family
2553,601.0,fantasy
2558,2119.0,adventure
2559,744.0,action
2560,744.0,romance
2561,744.0,war
2564,221.0,drama
2565,702.0,drama
2585,1630.0,drama
2595,2756.0,adventure
2596,2756.0,action
2597,2756.0,thriller
2598,2756.0,science fiction
2599,790.0,horror
2600,1103.0,science fiction
2601,1103.0,action
2602,11298.0,drama
2603,11298.0,horror
2608,762.0,adventure
2609,762.0,comedy
2610,762.0,fantasy
2620,531.0,animation
2621,531.0,comedy
2622,531.0,family
2656,11216.0,drama
2657,11216.0,romance
2661,892.0,comedy
2662,892.0,science fiction
2663,892.0,fantasy
2664,1600.0,drama
2665,1600.0,thriller
2668,975.0,drama
2669,975.0,war
2675,409.0,drama
2676,409.0,romance
2677,409.0,war
2678,38251.0,comedy
2679,38251.0,romance
2680,38251.0,war
2681,10161.0,drama
2682,1412.0,drama
2697,510.0,drama
2698,11455.0,comedy
2699,1891.0,adventure
2700,1891.0,action
2701,1891.0,science fiction
2702,2493.0,adventure
2703,2493.0,family
2704,2493.0,fantasy
2705,2493.0,comedy
2706,2493.0,romance
2707,85.0,adventure
2708,85.0,action
2709,68.0,comedy
2710,68.0,science fiction
2711,679.0,horror
2712,679.0,action
2713,679.0,thriller
2714,679.0,science fiction
2715,429.0,western
2716,13446.0,comedy
2717,13446.0,drama
2718,389.0,drama
2719,947.0,adventure
2720,947.0,drama
2721,947.0,history
2722,947.0,war
2723,185.0,science fiction
2724,185.0,drama
2725,595.0,crime
2726,595.0,drama
2727,28.0,drama
2728,28.0,war
2729,335.0,western
2730,1892.0,adventure
2731,1892.0,action
2732,1892.0,science fiction
2733,144.0,drama
2734,144.0,fantasy
2735,144.0,romance
2736,1092.0,thriller
2737,1092.0,mystery
2738,769.0,drama
2739,769.0,crime
2740,348.0,horror
2741,348.0,action
2742,348.0,thriller
2743,348.0,science fiction
2744,766.0,fantasy
2745,766.0,horror
2746,766.0,comedy
2747,175.0,adventure
2748,175.0,drama
2749,175.0,romance
2750,11645.0,action
2751,11645.0,drama
2752,11645.0,history
2753,10835.0,action
2754,10835.0,crime
2755,10835.0,drama
2756,10835.0,thriller
2757,539.0,drama
2758,539.0,horror
2759,539.0,thriller
2760,525.0,music
2761,525.0,comedy
2762,525.0,action
2763,525.0,crime
2764,240.0,drama
2765,240.0,crime
2766,600.0,drama
2767,600.0,war
2768,530.0,adventure
2769,530.0,animation
2770,530.0,comedy
2771,530.0,science fiction
2772,530.0,family
2778,279.0,drama
2779,279.0,history
2780,279.0,music
2784,311.0,drama
2785,311.0,crime
2786,1578.0,drama
2787,703.0,comedy
2788,703.0,drama
2789,703.0,romance
2790,9549.0,drama
2791,9549.0,history
2795,387.0,action
2796,387.0,drama
2797,387.0,history
2798,387.0,war
2799,387.0,adventure
2800,9277.0,comedy
2801,9277.0,crime
2802,9277.0,drama
2803,343.0,comedy
2804,343.0,drama
2805,343.0,romance
2808,490.0,fantasy
2809,490.0,drama
2812,218.0,action
2813,218.0,thriller
2814,218.0,science fiction
2815,763.0,horror
2816,763.0,comedy
2817,9665.0,war
2820,696.0,comedy
2821,696.0,drama
2822,696.0,romance
2823,379.0,drama
2824,379.0,thriller
2825,379.0,crime
2826,207.0,drama
2827,37247.0,drama
2828,1480.0,drama
2829,1480.0,thriller
2830,1480.0,crime
2831,9322.0,action
2832,9322.0,thriller
2833,826.0,drama
2834,826.0,history
2835,826.0,war
2836,422.0,fantasy
2837,422.0,drama
2838,829.0,crime
2839,829.0,drama
2840,829.0,mystery
2841,829.0,thriller
2842,828.0,drama
2843,828.0,science fiction
2844,828.0,thriller
2845,3090.0,action
2846,3090.0,adventure
2847,3090.0,drama
2848,3090.0,western
2849,9964.0,action
2850,9964.0,comedy
2851,9964.0,horror
2852,9964.0,science fiction
2853,3063.0,comedy
2854,13667.0,comedy
2855,694.0,horror
2856,694.0,thriller
2857,235.0,crime
2858,235.0,drama
2859,832.0,drama
2860,832.0,action
2861,832.0,thriller
2862,832.0,crime
2863,765.0,horror
2864,765.0,comedy
2865,765.0,fantasy
2866,5925.0,adventure
2867,5925.0,drama
2868,5925.0,history
2869,5925.0,thriller
2870,5925.0,war
2871,11778.0,drama
2872,11778.0,war
2877,137.0,romance
2878,137.0,fantasy
2879,137.0,drama
2880,137.0,comedy
2881,33.0,western
2882,982.0,mystery
2883,982.0,thriller
2886,212.0,comedy
2887,212.0,crime
2888,105.0,adventure
2889,105.0,comedy
2890,105.0,science fiction
2891,105.0,family
2892,1633.0,drama
2893,1633.0,comedy
2894,11202.0,drama
2895,11202.0,history
2896,11202.0,war
2900,149.0,science fiction
2901,149.0,animation
2902,8009.0,adventure
2903,8009.0,action
2904,8009.0,fantasy
2905,903.0,crime
2906,903.0,drama
2911,3034.0,comedy
2912,3034.0,science fiction
2913,339.0,comedy
2914,339.0,drama
2916,914.0,comedy
2917,756.0,animation
2918,756.0,family
2919,756.0,music
2920,288.0,western
2921,910.0,crime
2922,910.0,drama
2923,910.0,mystery
2924,910.0,thriller
2925,2640.0,thriller
2926,2640.0,comedy
2927,2640.0,drama
2932,665.0,action
2933,665.0,adventure
2934,665.0,drama
2935,665.0,history
2936,11031.0,comedy
2937,11031.0,music
2942,89.0,adventure
2943,89.0,action
2944,10322.0,comedy
2945,10322.0,drama
2946,783.0,drama
2947,783.0,history
2950,11257.0,drama
2951,11257.0,romance
2954,12104.0,music
2955,625.0,war
2956,625.0,drama
2957,625.0,history
2960,830.0,adventure
2961,830.0,science fiction
2962,830.0,action
2963,2323.0,drama
2964,2323.0,fantasy
2967,642.0,history
2968,642.0,drama
2969,642.0,western
2970,642.0,crime
2971,655.0,drama
2976,639.0,comedy
2977,639.0,romance
2978,639.0,drama
2995,8077.0,science fiction
2996,8077.0,action
2997,8077.0,horror
2998,814.0,horror
2999,814.0,comedy
3006,11449.0,drama
3007,11449.0,horror
3008,11449.0,thriller
3022,571.0,horror
3032,6114.0,romance
3033,6114.0,horror
3034,229.0,horror
3035,229.0,science fiction
3037,9529.0,drama
3038,9529.0,horror
3039,9529.0,thriller
3040,1598.0,crime
3041,1598.0,thriller
3044,7340.0,horror
3045,7340.0,thriller
3050,377.0,horror
3051,653.0,fantasy
3052,653.0,horror
3054,794.0,horror
3055,794.0,thriller
3065,145.0,drama
3066,145.0,romance
3072,199.0,science fiction
3073,199.0,action
3074,199.0,adventure
3075,199.0,thriller
3077,12498.0,drama
3078,9279.0,family
3079,9279.0,comedy
3097,11674.0,comedy
3098,11674.0,family
3102,1573.0,action
3103,1573.0,thriller
3104,152.0,science fiction
3105,152.0,adventure
3106,152.0,mystery
3107,174.0,science fiction
3108,174.0,action
3109,174.0,adventure
3110,174.0,thriller
3111,172.0,science fiction
3112,172.0,action
3113,172.0,adventure
3114,172.0,thriller
3115,154.0,action
3116,154.0,adventure
3117,154.0,science fiction
3118,154.0,thriller
3119,157.0,science fiction
3120,157.0,action
3121,157.0,adventure
3122,157.0,thriller
3123,168.0,science fiction
3124,168.0,adventure
3125,364.0,action
3126,364.0,fantasy
3127,11967.0,crime
3128,11967.0,action
3129,11967.0,adventure
3130,11967.0,drama
3131,11967.0,western
3132,9086.0,western
3133,9086.0,adventure
3134,621.0,romance
3135,9037.0,comedy
3136,9037.0,drama
3137,9037.0,family
3138,9037.0,music
3139,9037.0,romance
3146,8845.0,action
3147,8845.0,thriller
3150,578.0,horror
3151,578.0,thriller
3152,578.0,adventure
3153,579.0,horror
3154,579.0,thriller
3155,17692.0,thriller
3156,17692.0,horror
3159,75.0,comedy
3160,75.0,fantasy
3161,75.0,science fiction
3164,9390.0,comedy
3165,9390.0,drama
3166,9390.0,romance
3167,378.0,comedy
3168,378.0,crime
3171,2322.0,comedy
3172,2322.0,crime
3173,2322.0,drama
3183,3179.0,animation
3184,3179.0,comedy
3187,4232.0,crime
3188,4232.0,horror
3189,4232.0,mystery
3190,9361.0,action
3191,9361.0,adventure
3192,9361.0,drama
3193,9361.0,history
3194,9361.0,romance
3195,9361.0,war
3196,2928.0,comedy
3197,2928.0,drama
3198,2928.0,fantasy
3255,9622.0,action
3256,9622.0,comedy
3268,9619.0,action
3269,9619.0,adventure
3270,9619.0,thriller
3274,4104.0,comedy
3275,4104.0,drama
3276,4104.0,romance
3315,66.0,crime
3316,66.0,drama
3317,66.0,thriller
3320,11419.0,comedy
3324,638.0,drama
3325,638.0,thriller
3326,638.0,mystery
3329,9366.0,crime
3330,9366.0,drama
3331,9366.0,thriller
3352,10003.0,thriller
3353,10003.0,action
3354,10003.0,romance
3355,10003.0,science fiction
3356,10003.0,adventure
3364,884.0,drama
3365,884.0,thriller
3366,884.0,romance
3370,1624.0,comedy
3374,4477.0,crime
3375,4477.0,thriller
3376,4477.0,drama
3393,9405.0,action
3394,9405.0,science fiction
3397,9360.0,adventure
3398,9360.0,horror
3399,9360.0,thriller
3400,9434.0,action
3401,9434.0,comedy
3402,9434.0,thriller
3403,9434.0,romance
