,id,genres
335,30765,drama
336,30765,family
337,10474,drama
338,10474,crime
339,22279,romance
340,22279,drama
341,22279,comedy
342,30157,crime
343,30157,comedy
344,30157,drama
345,30157,thriller
346,568,drama
347,11780,adventure
348,34996,drama
349,34996,horror
350,414,action
351,414,crime
352,414,fantasy
353,649,drama
354,649,romance
355,1873,drama
356,1873,thriller
357,5894,comedy
358,1775,action
359,1775,comedy
360,8839,fantasy
361,8839,comedy
362,8839,family
363,20649,mystery
364,20649,crime
365,20649,drama
366,10329,action
367,10329,adventure
368,10329,drama
369,10329,mystery
370,10329,science fiction
371,10329,thriller
372,8963,action
373,8963,thriller
374,8963,drama
375,26564,documentary
376,8068,thriller
377,8068,action
378,8068,crime
379,8512,drama
380,8512,mystery
381,8512,thriller
382,1572,action
383,1572,thriller
384,13552,action
385,13552,comedy
386,13552,crime
387,13552,drama
388,259209,drama
389,259209,crime
390,6520,action
391,6520,adventure
392,6520,drama
393,6520,romance
394,9073,adventure
395,10428,action
396,10428,crime
397,10428,thriller
398,10428,drama
399,17447,comedy
400,17447,drama
401,17447,romance
402,9886,adventure
403,9886,action
404,9886,drama
405,9886,science fiction
406,9886,thriller
407,9482,science fiction
408,19326,comedy
409,19326,drama
410,9344,drama
411,9344,crime
412,9071,drama
413,9071,comedy
414,8973,mystery
415,8973,horror
416,8973,thriller
417,15730,comedy
418,15730,drama
419,47608,drama
420,47608,family
421,47608,romance
422,2293,romance
423,2293,comedy
424,9070,action
425,9070,adventure
426,9070,science fiction
427,9070,family
428,9070,fantasy
429,68274,comedy
430,68274,drama
431,68274,romance
432,48787,thriller
433,48787,foreign
434,34574,horror
435,34574,thriller
436,1642,crime
437,1642,drama
438,1642,mystery
439,1642,thriller
440,1642,action
441,11472,comedy
442,36196,comedy
443,11980,fantasy
444,11980,horror
445,11980,thriller
446,58372,fantasy
447,58372,comedy
448,58372,drama
449,32646,drama
450,10533,drama
451,10533,history
452,10533,romance
453,56088,documentary
454,10802,drama
455,10149,comedy
456,10149,drama
457,18402,comedy
458,9348,science fiction
459,9348,horror
460,9348,action
461,139408,drama
462,281,crime
463,281,drama
464,281,science fiction
465,281,thriller
466,5967,drama
467,5967,romance
468,79593,thriller
469,47939,drama
470,47939,fantasy
471,36834,drama
472,36834,romance
473,9090,comedy
474,3512,action
475,3512,thriller
476,52856,comedy
477,52856,drama
478,52856,family
479,77350,documentary
480,9560,drama
481,9560,romance
482,9804,adventure
483,9804,action
484,31611,drama
485,65796,action
486,65796,western
487,49805,drama
488,26258,adventure
489,26258,action
490,26258,comedy
491,26258,crime
492,26258,family
493,50797,drama
494,19155,drama
495,19155,war
496,76,drama
497,76,romance
498,11017,comedy
499,37141,drama
500,37141,thriller
501,9382,comedy
502,9382,drama
503,6715,drama
504,6715,family
505,18256,thriller
506,18256,drama
507,18256,horror
508,18256,mystery
509,22625,drama
510,22625,family
511,22625,romance
512,2292,comedy
513,1909,romance
514,1909,drama
515,1909,comedy
516,8984,drama
517,8984,thriller
518,8984,crime
519,8984,mystery
520,8984,romance
521,61813,thriller
522,4954,action
523,4954,adventure
524,4954,thriller
525,62488,crime
526,62488,comedy
527,62488,fantasy
528,10531,drama
529,10531,thriller
530,10531,mystery
531,11929,crime
532,11929,drama
533,11929,mystery
534,8467,comedy
535,10451,comedy
536,10451,drama
537,10451,romance
538,20156,drama
539,20156,mystery
540,18395,thriller
541,18395,comedy
542,18395,crime
543,18395,romance
544,522,comedy
545,522,drama
546,522,history
547,397,comedy
548,397,romance
549,10525,comedy
550,10525,drama
551,10525,romance
552,27985,action
553,27985,adventure
554,27985,drama
555,27985,family
556,15789,romance
557,15789,animation
558,15789,family
559,15789,comedy
560,15789,adventure
561,27303,drama
562,27303,thriller
563,21183,drama
564,21183,family
565,21183,fantasy
566,10954,history
567,10954,drama
568,47867,drama
569,47867,family
570,47867,fantasy
571,43475,fantasy
572,43475,animation
573,43475,science fiction
574,43475,family
575,72031,drama
576,72031,action
577,72031,thriller
578,72031,crime
579,14275,documentary
580,1024,drama
581,1024,fantasy
582,17207,comedy
583,17207,family
584,13701,drama
585,13701,music
586,13701,romance
587,14819,comedy
588,14819,family
589,14819,drama
590,32631,action
591,32631,thriller
592,11777,comedy
593,11777,drama
594,11777,romance
595,628,horror
596,628,romance
597,87729,drama
598,87729,romance
599,18713,comedy
600,18713,crime
601,6280,comedy
602,6280,family
603,6280,romance
604,9061,action
605,9061,drama
606,9061,mystery
607,9061,thriller
608,37108,adventure
609,37108,fantasy
610,37108,comedy
611,37108,science fiction
612,37108,family
613,6071,action
614,6071,crime
615,6071,drama
616,6071,thriller
617,11,adventure
618,11,action
619,11,science fiction
620,9587,drama
621,9587,romance
622,19101,drama
623,19101,family
624,19101,fantasy
625,49980,drama
626,17961,crime
627,17961,drama
628,18183,drama
629,18183,romance
630,4476,adventure
631,4476,drama
632,4476,romance
633,4476,war
634,11008,adventure
635,11008,comedy
636,11008,family
637,47504,action
638,47504,drama
639,32325,crime
640,32325,drama
641,43742,drama
642,43742,romance
643,28313,drama
644,11318,comedy
645,11318,drama
646,11318,history
647,3036,drama
648,3036,horror
649,3036,science fiction
650,3036,romance
651,40490,action
652,40490,comedy
653,40490,family
654,24070,comedy
655,24070,drama
656,24070,romance
657,8986,comedy
658,8986,romance
659,10510,fantasy
660,10510,drama
661,10510,family
662,17402,comedy
663,17402,romance
664,38722,comedy
665,38722,drama
666,8438,crime
667,8438,drama
668,11593,drama
669,11593,comedy
670,1945,drama
671,1945,thriller
672,39310,crime
673,39310,drama
674,109560,action
675,109560,thriller
676,109560,crime
677,109560,drama
678,56428,horror
679,63105,science fiction
680,63105,action
681,63105,thriller
682,131957,drama
683,131957,romance
684,241,crime
685,241,thriller
686,241,drama
687,9058,comedy
688,9058,drama
689,9058,romance
690,527,drama
691,18220,drama
692,18220,romance
693,18220,thriller
694,6950,action
695,6950,drama
696,6950,science fiction
697,6950,thriller
698,101,thriller
699,101,crime
700,101,drama
701,63020,comedy
702,63020,drama
703,63020,romance
704,2307,comedy
705,2307,drama
706,2307,romance
707,680,thriller
708,680,crime
709,41478,drama
710,25296,comedy
711,25296,drama
712,40156,drama
713,40156,romance
714,11450,history
715,11450,drama
716,30304,drama
717,30304,history
718,10452,drama
719,10452,history
720,12106,action
721,12106,western
722,161495,drama
723,161495,comedy
724,3586,drama
725,3586,comedy
726,110,drama
727,110,mystery
728,110,romance
729,108,drama
730,108,music
731,108,mystery
732,109,comedy
733,109,drama
734,109,mystery
735,159185,drama
736,36357,comedy
737,36357,family
738,36357,tv movie
739,92769,horror
740,92769,drama
741,28033,comedy
742,28033,drama
743,22586,animation
744,14334,drama
745,14334,family
746,14334,fantasy
747,2636,action
748,2636,thriller
749,2164,action
750,2164,adventure
751,2164,science fiction
752,11395,fantasy
753,11395,drama
754,11395,comedy
755,11395,family
756,278,drama
757,278,crime
758,9905,crime
759,9905,thriller
760,87078,drama
761,87078,thriller
762,12527,comedy
763,12527,drama
764,20306,crime
765,20306,comedy
766,36614,comedy
767,36614,drama
768,36614,romance
769,27993,comedy
770,31439,drama
771,31439,romance
772,31439,war
773,9067,action
774,9067,comedy
775,9067,fantasy
776,9067,science fiction
777,9059,horror
778,9059,comedy
779,9059,thriller
780,193,science fiction
781,193,action
782,193,adventure
783,193,thriller
784,25066,crime
785,25066,horror
786,25066,thriller
787,46797,drama
788,46797,romance
789,12122,thriller
790,12122,horror
791,12122,science fiction
792,11381,comedy
793,32636,drama
794,32636,romance
795,36141,thriller
796,36141,crime
797,95963,drama
798,95963,war
799,1587,romance
800,1587,drama
801,9271,action
802,9271,crime
803,9271,science fiction
804,9271,thriller
805,2064,comedy
806,2064,drama
807,2064,romance
808,19855,drama
809,60855,comedy
810,60855,romance
811,236,drama
812,236,comedy
813,236,romance
814,48287,comedy
815,48287,drama
816,48287,family
817,3049,comedy
818,3049,mystery
819,2759,drama
820,2759,comedy
821,12635,drama
822,12635,music
823,10497,thriller
824,10497,drama
825,10497,romance
826,11382,action
827,11382,comedy
828,11382,thriller
829,9331,action
830,9331,drama
831,9331,thriller
832,10731,drama
833,10731,thriller
834,10731,crime
835,10731,mystery
836,10464,comedy
837,10464,drama
838,10464,family
839,10464,romance
840,34152,comedy
841,34152,drama
842,9495,fantasy
843,9495,action
844,9495,thriller
845,29973,drama
846,888,fantasy
847,888,comedy
848,888,family
849,13,comedy
850,13,drama
851,13,romance
852,712,comedy
853,712,drama
854,712,romance
855,16295,romance
856,16295,drama
857,16295,crime
858,48992,comedy
859,48992,drama
860,48992,romance
861,10879,action
862,10879,comedy
863,10879,romance
864,10660,comedy
865,10660,drama
866,10660,romance
867,10714,adventure
868,10714,drama
869,10714,family
870,41647,documentary
871,41647,foreign
872,8587,family
873,8587,animation
874,8587,drama
875,1689,drama
876,1689,history
877,11596,horror
878,11596,thriller
879,11596,mystery
880,11596,fantasy
881,854,romance
882,854,comedy
883,854,crime
884,854,fantasy
885,9359,action
886,9359,adventure
887,9359,comedy
888,9359,drama
889,9359,western
890,23333,drama
891,36593,comedy
892,36593,crime
893,12280,comedy
894,12280,drama
895,2788,drama
896,10427,crime
897,10427,drama
898,10427,thriller
899,11011,comedy
900,11011,family
901,49803,drama
902,8987,action
903,8987,adventure
904,8987,crime
905,8987,thriller
906,1637,action
907,1637,adventure
908,1637,crime
909,15128,comedy
910,15128,romance
911,8831,thriller
912,8831,science fiction
913,8831,action
914,8831,crime
915,36955,action
916,36955,thriller
917,10449,drama
918,10449,romance
919,10395,fantasy
920,12160,drama
921,12160,action
922,12160,western
923,40480,action
924,40480,crime
925,40480,romance
926,40480,thriller
927,52038,comedy
928,52038,drama
929,29444,comedy
930,29444,drama
931,26352,action
932,26352,comedy
933,26352,crime
934,39953,drama
935,41580,drama
936,315,action
937,315,crime
938,22067,crime
939,22067,drama
940,22067,romance
941,18242,animation
942,18242,science fiction
943,11667,action
944,11667,adventure
945,11667,thriller
946,32502,action
947,32502,comedy
948,28732,action
949,28732,adventure
950,28732,crime
951,28732,drama
952,28732,thriller
953,75555,horror
954,75555,thriller
955,42981,documentary
956,278939,romance
957,278939,adventure
958,278939,crime
959,278939,drama
960,291731,thriller
961,291731,drama
962,226229,action
963,226229,thriller
964,203119,comedy
965,316098,documentary
966,8011,action
967,8011,fantasy
968,8011,science fiction
969,2654,horror
970,2654,mystery
971,2654,thriller
972,18069,drama
973,18069,romance
974,19092,crime
975,19092,drama
976,2758,comedy
977,2758,family
978,2758,fantasy
979,38129,comedy
980,10436,drama
981,10436,romance
982,13595,comedy
983,13595,crime
984,13595,music
985,46094,comedy
986,46094,family
987,9409,action
988,9409,comedy
989,11853,action
990,11853,adventure
991,11853,comedy
992,11853,drama
993,11853,western
994,16771,comedy
995,16771,drama
996,16771,romance
997,46924,drama
998,46924,comedy
999,46924,fantasy
1000,11041,comedy
1001,306,action
1002,306,comedy
1003,306,crime
1004,14522,action
1005,14522,adventure
1006,14522,drama
1007,14522,family
1008,26203,mystery
1009,26203,crime
1010,26203,drama
1011,26203,thriller
1012,178,drama
1013,178,action
1014,178,thriller
1015,19819,drama
1016,57834,drama
1017,57834,romance
1018,4722,horror
1019,4722,science fiction
1020,4722,thriller
1021,18215,drama
1022,18215,romance
1023,1607,drama
1024,1607,crime
1025,26391,comedy
1026,117553,drama
1027,117553,comedy
1028,6075,action
1029,6075,crime
1030,6075,drama
1031,6075,thriller
1032,11310,action
1033,11310,comedy
1034,11310,drama
1035,11310,western
1036,18658,comedy
1037,18658,thriller
1038,18658,mystery
1039,9350,action
1040,9350,adventure
1041,9350,thriller
1042,9612,comedy
1043,9612,science fiction
1044,9612,family
1045,2124,drama
1046,2124,mystery
1047,2124,romance
1048,2124,thriller
1049,26261,action
1050,26261,comedy
1051,26261,family
1052,19176,western
1053,19176,action
1054,19176,comedy
1055,49299,drama
1056,11566,comedy
1057,9571,comedy
1058,9571,drama
1059,9739,crime
1060,9739,action
1061,9739,science fiction
1062,24257,documentary
1063,34444,western
1064,34444,drama
1065,34444,comedy
1066,34444,romance
1067,26141,comedy
1068,10997,drama
1069,50463,drama
1070,50463,comedy
1071,50463,romance
1072,10443,drama
1073,20239,comedy
1074,16297,comedy
1075,16297,drama
1076,18551,drama
1077,18551,mystery
1078,18551,romance
1079,25440,comedy
1080,25440,thriller
1081,25440,mystery
1082,25440,romance
1083,25440,foreign
1084,9024,comedy
1085,9024,romance
1086,37233,drama
1087,37233,mystery
1088,37233,thriller
1089,1634,family
1090,1634,adventure
1091,13815,crime
1092,13815,drama
1093,13815,thriller
1094,5503,adventure
1095,5503,action
1096,5503,thriller
1097,5503,crime
1098,5503,mystery
1099,35588,history
1100,35588,action
1101,35588,drama
1102,35588,western
1103,2087,drama
1104,2087,action
1105,2087,thriller
1106,41579,family
1107,41579,comedy
1108,41579,crime
1109,18620,drama
1110,18620,romance
1111,41006,comedy
1112,41006,drama
1113,4916,drama
1114,4916,thriller
1115,2019,action
1116,2019,adventure
1117,2019,crime
1118,2019,thriller
1119,31642,history
1120,31642,war
1121,31642,action
1122,31642,drama
1123,9255,action
1124,9255,comedy
1125,9255,war
1126,26271,comedy
1127,10612,drama
1128,10612,comedy
1129,10612,romance
1130,2259,romance
1131,2259,drama
1132,16097,comedy
1133,11934,comedy
1134,11934,drama
1135,106143,comedy
1136,106143,drama
1137,12475,comedy
1138,9386,action
1139,9386,drama
1140,9386,thriller
1141,9386,crime
1142,9386,mystery
1143,7984,drama
1144,59930,comedy
1145,59930,drama
1146,59930,romance
1147,15765,drama
1148,15765,music
1149,31643,comedy
1150,6,action
1151,6,thriller
1152,6,crime
1153,329,adventure
1154,329,science fiction
1155,10909,thriller
1156,10909,crime
1157,507,action
1158,507,crime
1159,507,drama
1160,507,thriller
1161,34024,drama
1162,29918,action
1163,29918,adventure
1164,29918,drama
1165,29918,family
1166,9593,adventure
1167,9593,fantasy
1168,9593,action
1169,9593,comedy
1170,9593,family
1171,42580,comedy
1172,42580,family
1173,22317,action
1174,22317,comedy
1175,22317,western
1176,1413,drama
1177,1413,romance
1178,12121,comedy
1179,2246,drama
1180,2246,crime
1181,10502,drama
1182,10440,comedy
1183,10440,mystery
1184,9516,drama
1185,9516,action
1186,9516,crime
1187,2320,action
1188,2320,adventure
1189,2320,drama
1190,2320,thriller
1191,5879,drama
1192,5879,romance
1193,83718,thriller
1194,83718,comedy
1195,83718,drama
1196,83718,romance
1197,11971,drama
1198,11971,comedy
1199,11971,romance
1200,2625,drama
1201,2625,romance
1202,31911,comedy
1203,31911,romance
1204,788,comedy
1205,788,drama
1206,788,family
1207,21450,comedy
1208,21450,drama
1209,11231,adventure
1210,41588,comedy
1211,41588,drama
1212,10447,action
1213,10447,drama
1214,10447,science fiction
1215,10447,thriller
1216,31586,comedy
1217,31586,drama
1218,31586,family
1219,31586,fantasy
1220,31586,science fiction
1221,9300,romance
1222,9300,drama
1223,9300,fantasy
1224,9559,crime
1225,9559,drama
1226,9559,thriller
1227,9800,drama
1228,713,drama
1229,713,romance
1230,8291,drama
1231,8291,romance
1232,18133,drama
1233,25557,horror
1234,25557,science fiction
1235,25557,thriller
1236,22588,comedy
1237,22588,crime
1238,22588,drama
1239,22588,music
1240,22588,mystery
1241,22588,romance
1242,10872,comedy
1243,1245,drama
1244,1245,romance
1245,11858,comedy
1246,11858,war
1247,7007,action
1248,7007,drama
1249,7007,thriller
1250,10467,comedy
1251,10467,romance
1252,5550,action
1253,5550,adventure
1254,5550,crime
1255,5550,science fiction
1256,5550,thriller
1257,8005,comedy
1258,2088,action
1259,2088,crime
1260,2088,drama
1261,2088,thriller
1262,10412,action
1263,10412,drama
1264,10412,thriller
1265,47889,drama
1266,47889,romance
1267,14534,drama
1268,56583,drama
1269,41878,drama
1270,424,drama
1271,424,history
1272,424,war
1273,35233,comedy
1274,35233,drama
1275,14291,drama
1276,103413,drama
1277,11236,drama
1278,11236,family
1279,11236,fantasy
1280,11592,comedy
1281,11592,crime
1282,11592,horror
1283,11592,thriller
1284,8850,adventure
1285,8850,fantasy
1286,8850,action
1287,8850,thriller
1288,8850,science fiction
1289,10445,drama
1290,10445,romance
1291,695,comedy
1292,695,drama
1293,43535,drama
1294,43535,family
1295,12519,comedy
1296,12519,drama
1297,23210,mystery
1298,23210,drama
1299,23210,comedy
1300,858,comedy
1301,858,drama
1302,858,romance
1303,867,drama
1304,867,thriller
1305,78,science fiction
1306,78,drama
1307,78,thriller
1308,13203,comedy
1309,13203,drama
1310,13203,romance
1311,10442,comedy
1312,10442,crime
1313,10442,romance
1314,11074,crime
1315,11074,action
1316,11074,mystery
1317,11074,thriller
1318,33367,history
1319,33367,drama
1320,33367,romance
1321,9607,adventure
1322,9607,comedy
1323,9607,family
1324,9607,fantasy
1325,17585,action
1326,17585,adventure
1327,17585,thriller
1328,17585,crime
1329,9057,action
1330,9057,thriller
1331,20967,drama
1332,20967,music
1333,10635,comedy
1334,10635,drama
1335,10635,family
1336,10635,romance
1337,9479,fantasy
1338,9479,animation
1339,9479,family
1340,10057,action
1341,10057,adventure
1342,10057,comedy
1343,11969,action
1344,11969,adventure
1345,11969,drama
1346,11969,history
1347,11969,western
1348,41590,drama
1349,41590,action
1350,41590,thriller
1351,319,action
1352,319,thriller
1353,319,crime
1354,319,romance
1355,26408,documentary
1356,26408,history
1357,15139,fantasy
1358,15139,science fiction
1359,15139,family
1360,15139,animation
1361,161158,drama
1362,161158,comedy
1363,85247,thriller
1364,85247,drama
1365,85247,romance
1366,11446,comedy
1367,11446,drama
1368,51980,drama
1369,51980,romance
1370,24405,comedy
1371,24405,romance
1372,11655,drama
1373,11655,horror
1374,11655,thriller
1375,11800,comedy
1376,11800,romance
1377,8223,comedy
1378,8223,drama
1379,14587,comedy
1380,14587,drama
1381,31504,comedy
1382,31504,family
1383,41653,drama
1384,53185,tv movie
1385,53185,drama
1386,53185,romance
1387,53185,comedy
1388,95743,drama
1389,95743,romance
1390,23637,comedy
1391,23637,foreign
1392,17600,comedy
1393,17600,drama
1394,10897,romance
1395,10897,comedy
1396,10897,family
1397,349394,comedy
1398,21352,drama
1399,21352,family
1400,21352,adventure
1401,68806,thriller
1402,68806,crime
1403,68806,drama
1404,37345,comedy
1405,37345,drama
1406,37345,history
1407,37345,mystery
1408,32562,history
1409,32562,documentary
1410,47507,drama
1411,47507,comedy
1412,47507,romance
1413,47507,foreign
1414,25403,comedy
1415,25403,drama
1416,124304,romance
1417,124304,drama
1418,9066,comedy
1419,771,comedy
1420,771,family
1421,251,fantasy
1422,251,drama
1423,251,thriller
1424,251,mystery
1425,251,romance
1426,812,animation
1427,812,family
1428,812,comedy
1429,812,adventure
1430,812,fantasy
1431,812,romance
1432,280,action
1433,280,thriller
1434,280,science fiction
1435,581,adventure
1436,581,drama
1437,581,western
1438,80350,thriller
1439,80350,action
1440,80350,drama
1441,268,fantasy
1442,268,action
1443,274,crime
1444,274,drama
1445,274,thriller
1446,408,fantasy
1447,408,animation
1448,408,family
1449,10020,romance
1450,10020,family
1451,10020,animation
1452,10020,fantasy
1453,10020,music
1454,10895,animation
1455,10895,family
1456,114,romance
1457,114,comedy
1458,41043,comedy
1459,41043,drama
1460,41043,fantasy
1461,576,adventure
1462,576,western
1463,15477,crime
1464,15477,thriller
1465,59146,drama
1466,59146,foreign
1467,59146,romance
1468,30528,comedy
1469,30528,romance
1470,7300,comedy
1471,7300,romance
1472,10824,horror
1473,261246,romance
1474,261246,drama
1475,275,crime
1476,275,drama
1477,275,thriller
1478,25059,adventure
1479,25059,comedy
1480,25059,drama
1481,25059,family
1482,11827,animation
1483,11827,science fiction
1484,8766,horror
1485,8766,thriller
1486,8766,science fiction
1487,23570,comedy
1488,23570,romance
1489,47333,drama
1490,47333,romance
1491,54850,drama
1492,54850,mystery
1493,54850,thriller
1494,51242,comedy
1495,51242,foreign
1496,10112,animation
1497,10112,comedy
1498,10112,family
1499,10112,adventure
1500,4307,drama
1501,4307,romance
1502,46029,comedy
1503,46029,romance
1504,32308,comedy
1505,32308,family
1506,88893,adventure
1507,88893,drama
1508,88893,documentary
1509,52873,drama
1510,340210,thriller
1511,340210,action
1512,340210,drama
1513,44281,comedy
1514,44281,drama
1515,28121,comedy
1516,28121,thriller
1517,28121,crime
1518,28121,romance
1519,12520,comedy
1520,12520,thriller
1521,12520,crime
1522,12520,drama
1523,1592,crime
1524,1592,drama
1525,1592,mystery
1526,1592,thriller
1527,36447,drama
1528,36447,romance
1529,19042,romance
1530,19042,animation
1531,19042,family
1532,19042,adventure
1533,19042,fantasy
1534,38884,drama
1535,38884,history
1536,38884,war
1537,38884,romance
1538,47449,comedy
1539,36259,fantasy
1540,36259,science fiction
1541,36259,family
1542,41852,comedy
1543,41852,drama
1544,40926,drama
1545,40926,thriller
1546,9099,comedy
1547,9099,family
1548,2021,comedy
1549,2021,drama
1550,2021,romance
1551,61752,comedy
1552,10988,drama
1553,10988,horror
1554,10988,mystery
1555,10988,thriller
1556,11479,adventure
1557,11479,drama
1558,11479,comedy
1559,11479,family
1560,398959,romance
1561,398959,drama
1562,287305,comedy
1563,339428,comedy
1564,12652,drama
1565,12652,romance
1566,10684,drama
1567,10684,thriller
1568,10684,mystery
1569,10684,war
1570,954,adventure
1571,954,action
1572,954,thriller
1573,68445,drama
1574,68445,comedy
1575,18989,drama
1576,18989,romance
1577,10801,comedy
1578,54285,horror
1579,54285,mystery
1580,54285,thriller
1581,8840,fantasy
1582,278978,drama
1583,124625,drama
1584,11107,action
1585,11107,comedy
1586,16417,drama
1587,16417,comedy
1588,10363,crime
1589,10363,drama
1590,10363,thriller
1591,161070,romance
1592,161070,comedy
1593,161070,drama
1594,10539,adventure
1595,10539,animation
1596,10539,family
1597,10543,drama
1598,10543,thriller
1599,10543,romance
1600,18414,comedy
1601,47502,comedy
1602,47502,crime
1603,47502,drama
1604,11902,war
1605,11902,drama
1606,11902,comedy
1607,27098,war
1608,27098,drama
1609,27098,romance
1610,25087,action
1611,25087,thriller
1612,5801,drama
1613,896,drama
1614,3065,comedy
1615,3065,science fiction
1616,2300,animation
1617,2300,comedy
1618,2300,drama
1619,2300,family
1620,2300,fantasy
1621,8069,science fiction
1622,288173,thriller
1623,288173,action
1624,288173,drama
1625,187851,comedy
1626,187851,horror
1627,187851,science fiction
1628,27768,drama
1629,27768,thriller
1630,221917,drama
1631,221917,romance
1632,8072,drama
