id,crewid,name,department,job
11517,52fe44509251416c750305b9,Neil Canton,Production,Producer
8012,52fe448dc3a36847f809c729,Barry Sonnenfeld,Directing,Director
8012,52fe448dc3a36847f809c72f,Elmore Leonard,Writing,Novel
8012,52fe448dc3a36847f809c735,Danny DeVito,Production,Producer
1710,52fe430ec3a36847f803722d,Mark Tarlov,Production,Executive Producer
1710,52fe430ec3a36847f8037233,Jon Amiel,Directing,Director
1710,52fe430ec3a36847f8037239,Alan Heim,Editing,Editor
9691,52fe451cc3a36847f80bd145,Richard Donner,Directing,Director
9691,52fe451cc3a36847f80bd14b,Lilly Wachowski,Writing,Author
9691,52fe451cc3a36847f80bd151,Lana Wachowski,Writing,Author
451,52fe4245c3a36847f80111c3,Stuart Reynolds ,Production,Executive Producer
451,52fe4245c3a36847f80111b1,Mike Figgis,Writing,Screenplay
451,52fe4245c3a36847f80111a5,Mike Figgis,Directing,Director
902,52fe428ac3a36847f8026c6f,Jean-Pierre Jeunet,Directing,Director
902,52fe428ac3a36847f8026c75,Jean-Pierre Jeunet,Writing,Screenplay
902,52fe428ac3a36847f8026c7b,Félicie Dutertre,Production,Producer
9909,52fe4546c3a36847f80c4e4b,Jerry Bruckheimer,Production,Producer
9909,5647147e9251413acf002c55,Bonnie Timmermann,Production,Casting
9909,52fe4546c3a36847f80c4e45,Don Simpson,Production,Producer
63,52fe4212c3a36847f8001ac7,Terry Gilliam,Directing,Director
63,52fe4212c3a36847f8001acd,David Webb Peoples,Writing,Screenplay
63,52fe4212c3a36847f8001ad3,Janet Peoples,Writing,Screenplay
9598,52fe450fc3a36847f80b9ff7,Andrew Lesnie,Camera,Director of Photography
9598,52fe450fc3a36847f80b9fd3,George Miller,Writing,Screenplay
9598,52fe450fc3a36847f80b9fe5,George Miller,Production,Producer
687,52fe426ac3a36847f801cf35,Roger Deakins,Camera,Director of Photography
687,52fe426ac3a36847f801cf0b,Tim Robbins,Writing,Screenplay
687,52fe426ac3a36847f801ceed,Tim Robbins,Directing,Director
9603,52fe4510c3a36847f80ba261,Amy Heckerling,Directing,Director
9603,52fe4510c3a36847f80ba267,Amy Heckerling,Writing,Screenplay
9603,52fe4510c3a36847f80ba273,Scott Rudin,Production,Producer
9312,52fe44e6c3a36847f80b0899,Paul W.S. Anderson,Directing,Director
9312,52fe44e6c3a36847f80b08db,Martin Hunter,Editing,Editor
9312,52fe44e6c3a36847f80b08cf,George S. Clinton,Sound,Original Music Composer
577,52fe4255c3a36847f8015f49,Gus Van Sant,Directing,Director
577,52fe4255c3a36847f8015f4f,Joyce Maynard,Writing,Author
577,52fe4255c3a36847f8015f55,Buck Henry,Writing,Screenplay
807,52fe4279c3a36847f802176f,Suzanne Smith,Production,Casting
807,52fe4279c3a36847f8021751,Howard Shore,Sound,Original Music Composer
807,52fe4279c3a36847f8021787,Michael Kaplan,Costume & Make-Up,Costume Design
10530,52fe43819251416c75013087,Susannah Grant,Writing,Screenplay
10530,52fe43819251416c75013099,Alan Menken,Sound,Original Music Composer
10530,52fe43819251416c7501309f,H. Lee Peterson,Editing,Editor
629,52fe4260c3a36847f8019a7d,Bryan Singer,Directing,Director
629,52fe4260c3a36847f8019a89,Bryan Singer,Production,Producer
629,52fe4260c3a36847f8019a8f,Michael McDonnell,Production,Producer
10607,52fe43929251416c750159f9,Paris Barclay,Directing,Director
10607,52fe43929251416c750159ff,Shawn Wayans,Writing,Screenplay
10607,52fe43929251416c75015a05,Marlon Wayans,Writing,Screenplay
10634,52fe43999251416c75016ad5,F. Gary Gray,Directing,Director
10634,52fe43999251416c75016adb,DJ Pooh,Writing,Screenplay
10634,52fe43999251416c75016ae1,Ice Cube,Writing,Author
755,52fe4271c3a36847f801f22d,Robert Rodriguez,Directing,Director
755,52fe4271c3a36847f801f233,Quentin Tarantino,Writing,Screenplay
755,52fe4271c3a36847f801f239,Quentin Tarantino,Production,Executive Producer
9102,560c446892514171a000645b,Philip K. Dick,Writing,Story
9102,536deb39c3a368121200c5f9,Lucie Robitaille,Production,Casting
9102,52fe44dcc3a36847f80ae56b,Dan O'Bannon,Writing,Screenplay
2086,52fe4333c3a36847f80421a3,John Badham,Directing,Director
2086,52fe4333c3a36847f80421a9,Patrick Sheane Duncan,Writing,Screenplay
2086,52fe4333c3a36847f80421af,John Badham,Production,Producer
9208,52fe44dcc3a36847f80ae6f9,Graham Yost,Writing,Screenplay
9208,52fe44dcc3a36847f80ae6ff,Hans Zimmer,Sound,Original Music Composer
9208,52fe44dcc3a36847f80ae705,Bill Badalato,Production,Producer
406,52fe423fc3a36847f800f88b,Mathieu Kassovitz,Directing,Director
406,52fe423fc3a36847f800f8ad,Christophe Rossignon,Production,Producer
406,52fe423fc3a36847f800f8b3,Gilles Sacuto,Production,Line Producer
13685,52fe458b9251416c7505a35b,Wes Anderson,Directing,Director
13685,52fe458b9251416c7505a361,Wes Anderson,Writing,Author
13685,52fe458b9251416c7505a367,Owen Wilson,Writing,Author
9614,52fe4511c3a36847f80ba903,Dennis Dugan,Directing,Director
9614,52fe4511c3a36847f80ba909,Tim Herlihy,Writing,Screenplay
9614,52fe4511c3a36847f80ba90f,Adam Sandler,Writing,Screenplay
688,52fe426ac3a36847f801cf97,Clint Eastwood,Directing,Director
688,52fe426ac3a36847f801cf9d,Richard LaGravenese,Writing,Screenplay
688,52fe426ac3a36847f801cfa3,Clint Eastwood,Production,Producer
197,52fe4225c3a36847f80079c1,Randall Wallace,Writing,Author
197,52fe4225c3a36847f80079c7,Mel Gibson,Directing,Director
197,52fe4225c3a36847f80079cd,Mel Gibson,Production,Producer
103,52fe4218c3a36847f80037c1,Martin Scorsese,Directing,Director
103,52fe4218c3a36847f80037c7,Julia Phillips,Production,Producer
103,52fe4218c3a36847f80037cd,Michael Phillips,Production,Producer
33542,52fe45219251416c9102886f,Stanley Tong,Directing,Director
33542,52fe45219251416c91028875,Edward Tang,Writing,Writer
33542,52fe45219251416c9102887b,Fibe Ma,Writing,Writer
11104,52fe43f89251416c750248f7,Wong Kar-wai,Directing,Director
11104,52fe43f89251416c750248fd,Wong Kar-wai,Writing,Screenplay
11104,52fe43f89251416c75024903,Michael Galasso,Sound,Original Music Composer
11000,52fe43df9251416c7502172f,Mike Nichols,Directing,Director
11000,52fe43df9251416c75021735,Elaine May,Writing,Screenplay
11000,52fe43df9251416c7502173b,Mike Nichols,Production,Producer
9737,52fe4524c3a36847f80bec6d,Jerry Bruckheimer,Production,Producer
9737,52fe4524c3a36847f80bed19,Francine Maisler,Production,Casting
9737,52fe4524c3a36847f80bec7f,Don Simpson,Production,Producer
10474,52fe43779251416c7501167d,Scott Kalvert,Directing,Director
10474,52fe43779251416c75011683,Jim Carroll,Writing,Author
10474,52fe43779251416c75011689,Bryan Goluboff,Writing,Screenplay
568,52fe4253c3a36847f80158f9,William Broyles Jr.,Writing,Screenplay
568,52fe4253c3a36847f8015905,Brian Grazer,Production,Producer
568,596a6debc3a3683b4f01514e,Brian Grazer,Crew,Executive Music Producer
11780,52fe44849251416c7503797f,Michael Caton-Jones,Directing,Director
11780,52fe44849251416c75037985,Michael Caton-Jones,Production,Executive Producer
11780,52fe44849251416c7503798b,Alan Sharp,Writing,Screenplay
414,52fe4240c3a36847f800fdd9,Joel Schumacher,Directing,Director
414,52fe4241c3a36847f800fe1f,Tim Burton,Production,Producer
414,52fe4241c3a36847f800fe25,Peter Macgregor-Scott,Production,Producer
649,52fe4264c3a36847f801adab,Luis Buñuel,Writing,Screenplay
649,52fe4264c3a36847f801ada5,Luis Buñuel,Directing,Director
649,52fe4264c3a36847f801adb1,Jean-Claude Carrière,Writing,Screenplay
8839,52fe44bec3a36847f80a7913,Brad Silberling,Directing,Director
8839,52fe44bec3a36847f80a7919,Sherri Stoner,Writing,Author
8839,52fe44bec3a36847f80a791f,Deanna Oliver,Writing,Author
10329,54e1b491c3a3684095000d5a,Sam Mercer,Production,Producer
10329,54e1b4749251411956007438,Kathleen Kennedy,Production,Producer
10329,52fe435a9251416c7500d25f,Frank Marshall,Directing,Director
8963,52fe44ccc3a36847f80aa7dd,Tony Scott,Directing,Director
8963,52fe44ccc3a36847f80aa7f3,Michael Schiffer,Writing,Story
8963,52fe44ccc3a36847f80aa7f9,Richard P. Henrick,Writing,Story
8068,52fe4490c3a36847f809d4e7,Robert Rodriguez,Directing,Director
8068,52fe4490c3a36847f809d4ed,Robert Rodriguez,Writing,Screenplay
8068,52fe4490c3a36847f809d52f,Robert Rodriguez,Production,Producer
1572,54ea01fd925141682400183b,Mark A. Mangini,Sound,Sound Designer
1572,52fe42ffc3a36847f8032973,Jonathan Hensleigh,Writing,Screenplay
1572,52fe42ffc3a36847f8032955,John McTiernan,Directing,Director
6520,52fe4457c3a36847f8090695,Jerry Zucker,Directing,Director
6520,52fe4458c3a36847f809069b,Lorne Cameron,Writing,Story
6520,52fe4458c3a36847f80906a1,David Hoselton,Writing,Story
10428,52fe436e9251416c750100bb,Dianne Crittenden,Production,Casting
10428,52fe436e9251416c75010097,Iain Softley,Directing,Director
10428,52fe436e9251416c7501009d,Iain Softley,Production,Executive Producer
9886,52fe4541c3a36847f80c3d0b,Ronald Sanders,Editing,Editor
9886,5364b167c3a3681241000c65,Brad Fiedel,Sound,Original Music Composer
9886,52fe4541c3a36847f80c3d23,Don Carmody,Production,Producer
9482,52fe44fdc3a36847f80b62b9,Danny Cannon,Directing,Director
9482,52fe44fdc3a36847f80b62bf,John Wagner,Writing,Characters
9482,52fe44fdc3a36847f80b62c5,Carlos Ezquerra,Writing,Characters
9344,52fe44eac3a36847f80b1acb,Michael Chambers,Production,Executive Producer
9344,52fe44eac3a36847f80b1ad1,Patrick Panzarella,Production,Executive Producer
9344,52fe44eac3a36847f80b1ad7,Gus Van Sant,Production,Executive Producer
2293,52fe434bc3a36847f80492e5,Scott Mosier,Production,Producer
2293,52fe434bc3a36847f80492eb,Sean Daniel,Production,Producer
2293,52fe434bc3a36847f80492f1,James Jacks,Production,Producer
9070,52fe44d8c3a36847f80ad707,Suzanne Todd,Production,Producer
9070,58fb91f3c3a36879be0109bd,Graeme Revell,Sound,Original Music Composer
9070,52fe44d8c3a36847f80ad719,Wayne Wahrman,Editing,Editor
1642,52fe4307c3a36847f80351b3,Mark Isham,Sound,Music
1642,52fe4307c3a36847f80351b9,John D. Brancato,Writing,Screenplay
1642,52fe4307c3a36847f80351bf,Michael Ferris,Writing,Screenplay
11472,52fe44479251416c7502f1b5,Stephen E. Rivkin,Editing,Editor
11472,5694ea879251414b72001e66,Angelo P. Graham,Art,Production Design
11472,52fe44479251416c7502f1a3,Hans Zimmer,Sound,Original Music Composer
10802,52fe43ba9251416c7501bc57,Mark Goldblatt,Editing,Editor
10802,52fe43ba9251416c7501bc5d,Mark Helfrich,Editing,Editor
10802,52fe43ba9251416c7501bc51,Jost Vacano,Camera,Director of Photography
9348,52fe44ebc3a36847f80b1d4b,Dennis Feldman,Writing,Author
9348,52fe44ebc3a36847f80b1d51,Frank Mancuso Jr.,Production,Producer
9348,52fe44ebc3a36847f80b1d57,David Streit,Production,Executive Producer
281,52fe4231c3a36847f800b39d,Howard A. Smith,Editing,Editor
281,52fe4231c3a36847f800b38b,Steven-Charles Jaffe,Production,Producer
281,52fe4231c3a36847f800b391,Graeme Revell,Sound,Original Music Composer
3512,52fe4397c3a36847f8060209,Geoff Murphy,Directing,Director
3512,52fe4397c3a36847f806020f,J. F. Lawton,Writing,Characters
3512,52fe4397c3a36847f8060215,Richard Hatem,Writing,Screenplay
9560,52fe450ac3a36847f80b8b79,Alfonso Aráu,Directing,Director
9560,52fe450ac3a36847f80b8b7f,Robert Mark Kamen,Writing,Screenplay
9560,52fe450ac3a36847f80b8b85,Mark Miller,Writing,Screenplay
9804,52fe4530c3a36847f80c1447,Peter Rader,Writing,Author
9804,52fe4530c3a36847f80c144d,David Twohy,Writing,Author
9804,52fe4530c3a36847f80c1453,Kevin Costner,Production,Producer
76,52fe4214c3a36847f80023e1,Richard Linklater,Directing,Director
76,52fe4214c3a36847f80023fb,Lee Daniel,Camera,Director of Photography
76,52fe4214c3a36847f8002401,Fred Frith,Sound,Original Music Composer
11017,52fe43e49251416c7502210f,Tamra Davis,Directing,Director
11017,52fe43e49251416c75022115,Tim Herlihy,Writing,Screenplay
11017,52fe43e49251416c7502211b,Adam Sandler,Writing,Screenplay
2292,52fe434ac3a36847f8049259,Kevin Smith,Writing,Screenplay
2292,52fe434ac3a36847f8049253,Kevin Smith,Directing,Director
2292,52fe434bc3a36847f8049265,Kevin Smith,Editing,Editor
1909,52fe4320c3a36847f803c60d,Jeremy Leven,Directing,Director
1909,52fe4320c3a36847f803c613,Jeremy Leven,Writing,Screenplay
1909,52fe4320c3a36847f803c619,Francis Ford Coppola,Production,Producer
8984,52fe44cec3a36847f80ab1a9,Barry Levinson,Directing,Director
8984,52fe44cec3a36847f80ab1af,Paul Attanasio,Writing,Screenplay
8984,52fe44cec3a36847f80ab1b5,Barry Levinson,Production,Producer
11929,52fe44a29251416c7503bb5f,Taylor Hackford,Production,Producer
11929,52fe44a29251416c7503bb65,Charles Mulvehill,Production,Producer
11929,52fe44a29251416c7503bb71,Taylor Hackford,Directing,Director
8467,558c998c9251416c2a000d1b,Rick Montgomery,Production,Casting
8467,52fe44acc3a36847f80a3757,Peter Farrelly,Directing,Director
8467,52fe44acc3a36847f80a3775,Steven Stabler,Production,Producer
522,52fe424cc3a36847f8013849,Tim Burton,Directing,Director
522,52fe424cc3a36847f801384f,Rudolph Grey,Writing,Author
522,52fe424cc3a36847f8013855,Scott Alexander,Writing,Screenplay
397,52fe423ec3a36847f800f209,Lawrence Kasdan,Directing,Director
397,52fe423ec3a36847f800f20f,Adam Brooks,Writing,Screenplay
397,52fe423ec3a36847f800f215,Charles Okun,Production,Producer
15789,53fdbfb00e0a262de8001800,Chris Matheson,Writing,Screenplay
15789,53fdc0710e0a262def001927,Curtis Armstrong,Crew,Additional Writing
15789,52fe467d9251416c75079edd,Kevin Lima,Directing,Director
1024,52fe42e5c3a36847f802b0a1,Jim Booth,Production,Producer
1024,52fe42e5c3a36847f802b0a7,Peter Jackson,Writing,Screenplay
1024,52fe42e5c3a36847f802b0ad,Fran Walsh,Writing,Screenplay
628,52fe4260c3a36847f8019995,Anne Rice,Writing,Author
628,52fe4260c3a36847f801999b,Anne Rice,Writing,Screenplay
628,52fe4260c3a36847f80199a1,David Geffen,Production,Producer
6280,52fe4449c3a36847f808d377,Ivan Reitman,Directing,Director
6280,52fe4449c3a36847f808d37d,Kevin Wade,Writing,Screenplay
6280,52fe4449c3a36847f808d389,Ivan Reitman,Production,Producer
11,52fe420dc3a36847f8000437,George Lucas,Directing,Director
11,52fe420dc3a36847f800045b,George Lucas,Production,Executive Producer
11,562e75309251414006009955,George Lucas,Writing,Writer
9587,52fe450dc3a36847f80b9a3b,Gillian Armstrong,Directing,Director
9587,52fe450dc3a36847f80b9a41,Louisa May Alcott,Writing,Novel
9587,52fe450dc3a36847f80b9a47,Robin Swicord,Writing,Screenplay
19101,569ce3ed9251415e73002e85,Alan C. Blomquist,Production,Executive Producer
19101,569ce590c3a36858d2002ef5,Charles Minsky,Crew,Second Unit Cinematographer
19101,52fe47ba9251416c750a3813,Richard LaGravenese,Writing,Screenplay
4476,52fe43c4c3a36847f806e1df,James Horner,Sound,Original Music Composer
4476,52fe43c4c3a36847f806e1e5,John Toll,Camera,Director of Photography
4476,52fe43c4c3a36847f806e1eb,Steven Rosenblum,Editing,Editor
11008,52fe43e19251416c75021c53,Nick Castle,Directing,Director
11008,52fe43e19251416c75021c59,Dean Lorey,Writing,Screenplay
11008,52fe43e19251416c75021c5f,Damon Wayans,Writing,Screenplay
3036,52fe437fc3a36847f80588a3,Francis Ford Coppola,Production,Producer
3036,52fe437fc3a36847f80588bb,Roger Pratt,Camera,Director of Photography
3036,52fe437fc3a36847f80588c7,Priscilla John,Production,Casting
10510,52fe437d9251416c7501266d,Les Mayfield,Directing,Director
10510,52fe437d9251416c75012673,George Seaton,Writing,Screenplay
10510,52fe437d9251416c75012679,John Hughes,Writing,Screenplay
241,52fe422bc3a36847f8009679,Quentin Tarantino,Writing,Story
241,52fe422bc3a36847f8009667,Heidi Levitt,Production,Casting
241,52fe422bc3a36847f8009643,Robert Richardson,Camera,Director of Photography
6950,52fe446ac3a36847f80949d3,Wolfgang Petersen,Directing,Director
6950,52fe446ac3a36847f80949d9,Laurence Dworet,Writing,Screenplay
6950,52fe446ac3a36847f80949df,Robert Roy Pool,Writing,Screenplay
101,52fe4217c3a36847f8003679,Luc Besson,Directing,Director
101,52fe4217c3a36847f800367f,Patrice Ledoux,Production,Producer
101,52fe4217c3a36847f8003685,Eric Serra,Sound,Original Music Composer
680,52fe4269c3a36847f801caa3,Quentin Tarantino,Directing,Director
680,52fe4269c3a36847f801caa9,Quentin Tarantino,Writing,Screenplay
680,52fe4269c3a36847f801caaf,Roger Avary,Writing,Screenplay
11450,52fe44429251416c7502e64d,Robert Redford,Directing,Director
11450,52fe44429251416c7502e653,Paul Attanasio,Writing,Screenplay
11450,52fe44429251416c7502e659,Michael Jacobs,Production,Producer
12106,52fe44b69251416c7503e58b,Alan Silvestri,Sound,Music
12106,52fe44b69251416c7503e597,Pietro Scalia,Editing,Editor
12106,52fe44b69251416c7503e579,Patrick Markey,Production,Producer
110,52fe4219c3a36847f8003dbd,Krzysztof Kieślowski,Writing,Screenplay
110,52fe4219c3a36847f8003d81,Krzysztof Kieślowski,Directing,Director
110,52fe4219c3a36847f8003d8d,Krzysztof Kieślowski,Writing,Author
108,52fe4219c3a36847f8003c65,Slawomir Idziak,Camera,Director of Photography
108,52fe4219c3a36847f8003c71,Slawomir Idziak,Writing,Author
108,52fe4219c3a36847f8003c6b,Agnieszka Holland,Writing,Author
109,52fe4219c3a36847f8003d01,Marin Karmitz,Production,Producer
109,52fe4219c3a36847f8003d07,Zbigniew Preisner,Sound,Original Music Composer
109,52fe4219c3a36847f8003d0d,Edward Klosinski,Camera,Director of Photography
22586,587fddedc3a36863e7000926,Mark Henley,Camera,Camera Operator
22586,587fdce4c3a36863c9000906,Rick Alexander,Sound,Sound Re-Recording Mixer
22586,587fd35492514107db004fe3,Lex de Azevedo,Sound,Original Music Composer
2636,52fe4361c3a36847f804fd3f,Luis Llosa,Directing,Director
2636,52fe4361c3a36847f804fd4b,Alexandra Seros,Writing,Screenplay
2636,52fe4361c3a36847f804fd51,Jerry Weintraub,Production,Producer
2164,52fe433cc3a36847f8044c6f,Joel B. Michaels,Production,Producer
2164,52fe433cc3a36847f8044c57,Roland Emmerich,Writing,Screenplay
2164,52fe433cc3a36847f8044c51,Roland Emmerich,Directing,Director
11395,52fe44379251416c7502ce8b,Michael Convertino,Sound,Original Music Composer
11395,52fe44379251416c7502ce91,Walt Lloyd,Camera,Director of Photography
11395,52fe44379251416c7502ce97,Larry Bock,Editing,Editor
278,52fe4231c3a36847f800b127,Frank Darabont,Directing,Director
278,52fe4231c3a36847f800b12d,Niki Marvin,Production,Producer
278,52fe4231c3a36847f800b153,Thomas Newman,Sound,Original Music Composer
9905,52fe4545c3a36847f80c4b43,Danny Boyle,Directing,Director
9905,52fe4545c3a36847f80c4b49,John Hodge,Writing,Screenplay
9905,52fe4545c3a36847f80c4b4f,Simon Boswell,Sound,Music
193,52fe4225c3a36847f80076c3,David Carson,Directing,Director
193,52fe4225c3a36847f80076c9,Rick Berman,Production,Producer
193,52fe4225c3a36847f80076cf,Peter Lauritson,Production,Producer
12122,52fe44ba9251416c7503ed53,John Carpenter,Directing,Director
12122,52fe44ba9251416c7503ed59,David Himmelstein,Writing,Screenplay
12122,52fe44ba9251416c7503ed5f,John Wyndham,Writing,Novel
11381,52fe44359251416c7502c87d,Peter Segal,Directing,Director
11381,52fe44359251416c7502c883,Lorne Michaels,Production,Producer
11381,52fe44359251416c7502c889,Bonnie Turner,Writing,Screenplay
1587,52fe4301c3a36847f80336af,Lasse Hallström,Directing,Director
1587,52fe4301c3a36847f80336b5,Peter Hedges,Writing,Novel
1587,52fe4301c3a36847f80336bb,Peter Hedges,Writing,Screenplay
9271,52fe44dfc3a36847f80af157,Brett Leonard,Directing,Director
9271,52fe44dfc3a36847f80af15d,Eric Bernt,Writing,Screenplay
9271,52fe44dfc3a36847f80af163,Hawk Koch,Production,Executive Producer
2064,52fe4331c3a36847f80416ad,Phedon Papamichael,Camera,Director of Photography
2064,52fe4331c3a36847f804169b,Roger Birnbaum,Production,Producer
2064,52fe4331c3a36847f80416a7,Randy Edelman,Sound,Original Music Composer
3049,52fe4380c3a36847f8058c75,Tom Shadyac,Directing,Director
3049,52fe4380c3a36847f8058c7b,Jack Bernstein,Writing,Screenplay
3049,52fe4380c3a36847f8058c89,James G. Robinson,Production,Producer
2759,52fe436ac3a36847f8052adf,Lizzy Gardiner,Costume & Make-Up,Costume Design
2759,52fe436ac3a36847f8052aab,Stephan Elliott,Writing,Screenplay
2759,52fe436ac3a36847f8052aa5,Stephan Elliott,Directing,Director
9331,52fe44e8c3a36847f80b12d7,Neil Travis,Editing,Editor
9331,52fe44e8c3a36847f80b12dd,Donald McAlpine,Camera,Director of Photography
9331,52fe44e8c3a36847f80b12ef,Robert Rehme,Production,Producer
10731,52fe43ab9251416c7501972d,Joel Schumacher,Directing,Director
10731,52fe43ab9251416c75019733,Akiva Goldsman,Writing,Screenplay
10731,52fe43ab9251416c75019739,Robert Getchell,Writing,Screenplay
9495,52fe44ffc3a36847f80b6a67,Suzanne Smith,Production,Casting
9495,52fe44ffc3a36847f80b69ff,Dariusz Wolski,Camera,Director of Photography
9495,52fe44ffc3a36847f80b6a6d,Alex McDowell,Art,Production Design
888,52fe4287c3a36847f8026263,Tom S. Parker,Writing,Screenplay
888,52fe4287c3a36847f8026269,Jim Jennewein,Writing,Screenplay
888,52fe4287c3a36847f802626f,Steven E. de Souza,Writing,Screenplay
13,52fe420ec3a36847f800072d,Robert Zemeckis,Directing,Director
13,52fe420ec3a36847f800073f,Wendy Finerman,Production,Producer
13,52fe420ec3a36847f8000745,Steve Tisch,Production,Producer
712,52fe426ec3a36847f801e27f,Mike Newell,Directing,Director
712,52fe426ec3a36847f801e285,Duncan Kenworthy,Production,Producer
712,52fe426ec3a36847f801e28b,Richard Curtis,Writing,Screenplay
10660,52fe439e9251416c75017677,Carter Burwell,Sound,Original Music Composer
10660,52fe439e9251416c75017689,Barry Malkin,Editing,Editor
10660,52fe439e9251416c75017683,Caleb Deschanel,Camera,Director of Photography
8587,59161a6bc3a36842690252b9,Mark A. Mangini,Sound,Supervising Sound Editor
8587,52fe44afc3a36847f80a452d,Hans Zimmer,Sound,Original Music Composer
8587,59161a6092514105da01b010,Richard L. Anderson,Sound,Supervising Sound Editor
11596,52fe44639251416c75033047,Wes Craven,Writing,Screenplay
11596,52fe44639251416c7503302f,Wes Craven,Directing,Director
11596,566445a1c3a3682bcd00816d,Wes Craven,Production,Executive Producer
854,52fe4282c3a36847f802477b,Rick Barker,Crew,Stunt Coordinator
854,52fe4282c3a36847f8024781,Deborah Moore,Production,Executive Producer
854,52fe4282c3a36847f8024787,Joe Fineman,Production,Executive In Charge Of Post Production
9359,52fe44edc3a36847f80b23ff,William Goldman,Writing,Author
9359,52fe44edc3a36847f80b2405,Bruce Davey,Production,Producer
9359,52fe44edc3a36847f80b241d,Stuart Baird,Editing,Editor
36593,52fe45f69251416c910447e1,Peter Segal,Directing,Director
36593,52fe45f69251416c910447e7,Pat Proft,Writing,Writer
36593,52fe45f69251416c910447ed,David Zucker,Writing,Writer
2788,52fe436dc3a36847f80536c3,Ben Stiller,Directing,Director
2788,52fe436dc3a36847f80536c9,Helen Childress,Writing,Screenplay
2788,52fe436dc3a36847f80536cf,Danny DeVito,Production,Producer
11011,52fe43e29251416c75021e07,Donald Petrie,Directing,Director
11011,52fe43e29251416c75021e0d,Tom S. Parker,Writing,Screenplay
11011,52fe43e29251416c75021e13,Jim Jennewein,Writing,Screenplay
8987,52fe44cfc3a36847f80ab353,Curtis Hanson,Directing,Director
8987,52fe44cfc3a36847f80ab36b,Jerry Goldsmith,Sound,Original Music Composer
8987,52fe44cfc3a36847f80ab371,Robert Elswit,Camera,Director of Photography
1637,52fe4307c3a36847f8034f5b,Jan de Bont,Directing,Director
1637,52fe4307c3a36847f8034f69,Graham Yost,Writing,Screenplay
1637,52fe4307c3a36847f8034f6f,Mark Gordon,Production,Producer
8831,52fe44bbc3a36847f80a6de9,Peter Hyams,Directing,Director
8831,52fe44bbc3a36847f80a6def,Mark Verheiden,Writing,Screenplay
8831,52fe44bbc3a36847f80a6df5,Mike Richardson,Production,Executive Producer
36955,52fe461d9251416c91049963,Mark Goldblatt,Editing,Editor
36955,52fe461d9251416c9104996f,Mali Finn,Production,Casting
